clique_id,Amicizie mancanti, Simmetrie mancanti 
5946a5e2f810d5692244858f,0.0,11
5946a5ebf810d569224491c5,0.0,10
5946a5ebf810d569224491c6,0.0,10
5946a5edf810d56922449418,0.0,12
5946a5edf810d56922449439,0.0,10
5946a5edf810d5692244943a,0.0,10
5946a5eef810d569224494f7,0.0,10
5946a5eef810d56922449500,0.0,12
5946a5eef810d56922449506,0.0,10
5946a5f0f810d569224496b4,0.0,1
5946a5f0f810d569224496b7,0.0,0
5946a5f0f810d569224496bd,0.0,0
5946a5f0f810d569224496c5,1.0,8
5946a5f0f810d569224496da,1.0,8
5946a5f0f810d5692244975d,0.0,2
5946a5f1f810d5692244982b,0.0,10
5946a5f1f810d5692244982c,0.0,10
5946a5f1f810d56922449834,0.0,9
5946a5f1f810d569224498de,0.0,17
5946a5f1f810d569224498df,0.0,13
5946a5f2f810d5692244991e,0.0,1
5946a5f2f810d56922449925,0.0,0
5946a5f2f810d56922449982,0.0,1
5946a5f2f810d569224499c5,0.0,2
5946a5f2f810d569224499c8,0.0,2
5946a5f2f810d569224499dd,0.0,0
5946a5f2f810d569224499df,0.0,1
5946a5f2f810d569224499e0,0.0,1
5946a5f2f810d56922449e33,0.0,11
5946a5f2f810d56922449e40,0.0,6
5946a5f2f810d56922449e71,0.0,17
5946a5f2f810d5692244a04d,0.0,7
5946a5f2f810d5692244a04f,0.0,7
5946a5f2f810d5692244a058,0.0,7
5946a5f2f810d5692244a0d7,0.0,2
5946a5f2f810d5692244a0dc,0.0,2
5946a5f2f810d5692244a145,0.0,0
5946a5f2f810d5692244a158,0.0,0
5946a5f2f810d5692244a159,0.0,0
5946a5f2f810d5692244a162,0.0,9
5946a5f2f810d5692244a166,0.0,8
5946a5f2f810d5692244a17b,0.0,8
5946a5f2f810d5692244a1b4,0.0,0
5946a5f2f810d5692244a224,0.0,5
5946a5f2f810d5692244a22c,0.0,9
5946a5f2f810d5692244a232,0.0,8
5946a5f2f810d5692244a238,0.0,7
5946a5f2f810d5692244a23b,0.0,2
5946a5f2f810d5692244a243,0.0,9
5946a5f2f810d5692244a245,0.0,9
5946a5f2f810d5692244a270,0.0,6
5946a5f2f810d5692244a29a,0.0,9
5946a5f2f810d5692244a2a1,0.0,4
5946a5f2f810d5692244a2a4,0.0,9
5946a5f3f810d5692244a3d4,0.0,9
5946a5f3f810d5692244a3d5,0.0,9
5946a5f3f810d5692244a3e4,0.0,5
5946a5f3f810d5692244a403,0.0,3
5946a5f3f810d5692244a50c,0.0,0
5946a5f3f810d5692244a525,0.0,0
5946a5f3f810d5692244a526,0.0,0
5946a5f3f810d5692244a55a,0.0,8
5946a5f3f810d5692244a561,0.0,7
5946a5f3f810d5692244a5ba,0.0,1
5946a5f3f810d5692244a5c3,0.0,0
5946a5f3f810d5692244a5c4,0.0,1
5946a5f3f810d5692244a5c6,0.0,3
5946a5f3f810d5692244a5ee,0.0,2
5946a5f3f810d5692244a61e,0.0,8
5946a5f3f810d5692244a625,0.0,8
5946a5f3f810d5692244a628,0.0,0
5946a5f3f810d5692244a634,0.0,8
5946a5f3f810d5692244a635,0.0,7
5946a5f3f810d5692244a649,0.0,1
5946a5f3f810d5692244a660,0.0,1
5946a5f3f810d5692244a661,0.0,1
5946a5f3f810d5692244a6c7,0.0,8
5946a5f3f810d5692244a6f1,0.0,0
5946a5f3f810d5692244a6f2,0.0,0
5946a5f3f810d5692244a6f4,0.0,1
5946a5f3f810d5692244a6f5,0.0,1
5946a5f3f810d5692244a6f6,0.0,2
5946a5f3f810d5692244a6fc,0.0,0
5946a5f3f810d5692244a6fd,0.0,0
5946a5f3f810d5692244a701,0.0,0
5946a5f3f810d5692244a702,0.0,0
5946a5f3f810d5692244a741,0.0,1
5946a5f3f810d5692244a74c,0.0,0
5946a5f3f810d5692244a765,0.0,0
5946a5f3f810d5692244a767,0.0,1
5946a5f3f810d5692244a768,0.0,1
5946a5f3f810d5692244a769,0.0,2
5946a5f3f810d5692244a76e,0.0,0
5946a5f3f810d5692244a771,0.0,0
5946a5f3f810d5692244a772,0.0,0
5946a5f3f810d5692244a774,0.0,0
5946a5f3f810d5692244a775,0.0,0
5946a5f3f810d5692244a77c,0.0,0
5946a5f3f810d5692244a7be,0.0,7
5946a5f3f810d5692244a7d0,0.0,7
5946a5f3f810d5692244a7d4,0.0,9
5946a5f3f810d5692244a7dc,0.0,9
5946a5f3f810d5692244a7e0,0.0,7
5946a5f3f810d5692244a819,0.0,1
5946a5f3f810d5692244a81a,0.0,1
5946a5f3f810d5692244a81d,0.0,0
5946a5f3f810d5692244a82b,0.0,7
5946a5f3f810d5692244a82d,0.0,7
5946a5f3f810d5692244a86b,0.0,9
5946a5f3f810d5692244a871,0.0,2
5946a5f3f810d5692244a873,0.0,2
5946a5f3f810d5692244a875,0.0,1
5946a5f3f810d5692244a89d,0.0,2
5946a5f3f810d5692244a8b4,0.0,2
5946a5f3f810d5692244a8b5,0.0,1
5946a5f3f810d5692244a9d8,0.0,6
5946a5f3f810d5692244aa2c,0.0,0
5946a5f3f810d5692244aa30,0.0,0
5946a5f3f810d5692244aa39,0.0,0
5946a5f3f810d5692244aa45,0.0,7
5946a5f3f810d5692244aa67,0.0,7
5946a5f3f810d5692244aacb,0.0,7
5946a5f3f810d5692244aad8,0.0,8
5946a5f3f810d5692244aaec,0.0,7
5946a5f3f810d5692244ab07,0.0,7
5946a5f3f810d5692244ab0c,0.0,0
5946a5f3f810d5692244abb8,0.0,4
5946a5f3f810d5692244abba,0.0,5
5946a5f3f810d5692244abd2,0.0,2
5946a5f3f810d5692244abd7,0.0,0
5946a5f3f810d5692244aca8,0.0,0
5946a5f3f810d5692244aca9,0.0,0
5946a5f3f810d5692244acaa,0.0,2
5946a5f3f810d5692244acac,0.0,0
5946a5f3f810d5692244acb3,0.0,0
5946a5f3f810d5692244acb7,0.0,0
5946a5f3f810d5692244acba,0.0,10
5946a5f3f810d5692244ad0b,0.0,2
5946a5f3f810d5692244ad0c,0.0,1
5946a5f3f810d5692244ada5,0.0,1
5946a5f3f810d5692244adaf,0.0,0
5946a5f3f810d5692244adba,0.0,7
5946a5f3f810d5692244adbd,0.0,0
5946a5f3f810d5692244adc1,0.0,8
5946a5f3f810d5692244adc8,0.0,7
5946a5f3f810d5692244adc9,0.0,0
5946a5f3f810d5692244adcb,0.0,0
5946a5f3f810d5692244add8,0.0,4
5946a5f3f810d5692244adda,0.0,7
5946a5f3f810d5692244addb,0.0,5
5946a5f3f810d5692244addc,0.0,0
5946a5f3f810d5692244addd,0.0,0
5946a5f3f810d5692244ade7,0.0,7
5946a5f3f810d5692244ade9,0.0,1
5946a5f3f810d5692244adea,0.0,0
5946a5f3f810d5692244adf2,0.0,1
5946a5f3f810d5692244ae4c,0.0,0
5946a5f3f810d5692244aeb7,0.0,8
5946a5f3f810d5692244aeb9,0.0,8
5946a5f3f810d5692244aeba,0.0,8
5946a5f3f810d5692244aebb,0.0,7
5946a5f3f810d5692244aed3,0.0,2
5946a5f3f810d5692244aedf,0.0,1
5946a5f3f810d5692244aeee,0.0,9
5946a5f3f810d5692244aeef,0.0,8
5946a5f3f810d5692244aef2,0.0,9
5946a5f3f810d5692244af12,0.0,10
5946a5f3f810d5692244af15,0.0,9
5946a5f3f810d5692244af1a,0.0,2
5946a5f3f810d5692244af24,0.0,10
5946a5f3f810d5692244af29,0.0,8
5946a5f3f810d5692244af37,0.0,8
5946a5f3f810d5692244af42,0.0,10
5946a5f3f810d5692244af44,0.0,4
5946a5f3f810d5692244af57,0.0,8
5946a5f3f810d5692244af58,0.0,1
5946a5f3f810d5692244afd2,0.0,8
5946a5f3f810d5692244afd3,0.0,8
5946a5f3f810d5692244afd4,0.0,9
5946a5f3f810d5692244afd7,0.0,1
5946a5f3f810d5692244afd8,0.0,1
5946a5f3f810d5692244afd9,0.0,1
5946a5f3f810d5692244afdc,0.0,1
5946a5f3f810d5692244afdf,0.0,7
5946a5f3f810d5692244afe5,0.0,9
5946a5f3f810d5692244afe6,0.0,3
5946a5f3f810d5692244afe7,0.0,1
5946a5f3f810d5692244aff1,0.0,9
5946a5f3f810d5692244affb,0.0,9
5946a5f3f810d5692244b039,0.0,2
5946a5f3f810d5692244b046,0.0,0
5946a5f3f810d5692244b04d,0.0,2
5946a5f4f810d5692244b0fb,0.0,1
5946a5f4f810d5692244b104,0.0,8
5946a5f4f810d5692244b139,0.0,8
5946a5f4f810d5692244b13b,0.0,0
5946a5f4f810d5692244b13d,0.0,0
5946a5f4f810d5692244b13f,0.0,8
5946a5f4f810d5692244b140,0.0,3
5946a5f4f810d5692244b141,0.0,0
5946a5f4f810d5692244b144,0.0,1
5946a5f4f810d5692244b17b,0.0,7
5946a5f4f810d5692244b221,0.0,1
5946a5f4f810d5692244b222,0.0,0
5946a5f4f810d5692244b234,0.0,7
5946a5f4f810d5692244b244,0.0,1
5946a5f4f810d5692244b245,0.0,0
5946a5f4f810d5692244b24c,0.0,8
5946a5f4f810d5692244b257,0.0,0
5946a5f4f810d5692244b258,0.0,0
5946a5f4f810d5692244b259,0.0,0
