clique_id, presenze massime_count, numero_nodi,Soglia 1,Soglia 2,Soglia 3,Soglia 4,frs1,frs2,frs3,frs4
5946ad06f810d56922519ecf,14,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946abbbf810d56922505c86,10,8,8,7,7,7,1,"0,875","0,875","0,875"
5946acc0f810d5692250f500,18,10,10,9,9,9,1,"0,9","0,9","0,9"
5946b009f810d5692255c295,11,10,10,9,8,8,1,"0,9","0,8","0,8"
5946ad0df810d56922520426,11,9,9,9,9,9,1,1,1,1
5946ad02f810d569225167d6,11,9,9,9,9,9,1,1,1,1
5946aa1ef810d569224e82f0,18,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946b524f810d56922577d7b,19,8,8,7,7,6,1,"0,875","0,875","0,75"
5946a8f7f810d569224bf040,14,10,10,10,10,10,1,1,1,1
5946aef1f810d56922550864,14,8,8,8,8,8,1,1,1,1
5946a8f9f810d569224c06ce,20,9,9,9,9,9,1,1,1,1
5946a84af810d569224a4c9e,10,8,8,8,8,8,1,1,1,1
5946ad08f810d5692251bbcc,16,10,10,10,9,9,1,1,"0,9","0,9"
5946afeff810d5692255987f,12,9,9,9,9,9,1,1,1,1
5946abdff810d5692250768d,14,8,8,8,8,8,1,1,1,1
5946aef0f810d5692254fcb4,4,11,11,11,11,11,1,1,1,1
5946ad06f810d56922519feb,7,9,9,9,9,9,1,1,1,1
5946aa41f810d569224ee21d,16,8,8,8,7,7,1,1,"0,875","0,875"
5946ad06f810d56922519ab0,21,12,12,12,12,12,1,1,1,1
5946b00af810d5692255ce24,10,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946afeff810d56922559a88,11,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad0af810d5692251d91d,20,11,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946acfef810d5692251388c,10,9,9,9,9,9,1,1,1,1
5946a8f3f810d569224bb784,12,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946ad06f810d5692251997f,16,12,12,12,12,12,1,1,1,1
5946aa1df810d569224e7885,11,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a5f4f810d5692244b7c6,16,10,10,9,8,8,1,"0,9","0,8","0,8"
5946b00af810d5692255cbdc,14,9,9,9,9,9,1,1,1,1
5946ad03f810d5692251793d,10,8,8,7,7,7,1,"0,875","0,875","0,875"
5946aee8f810d5692254870a,11,11,11,11,11,11,1,1,1,1
5946ad0cf810d5692251ed8c,14,11,11,11,11,11,1,1,1,1
5946aee9f810d56922549a4c,15,10,10,9,9,9,1,"0,9","0,9","0,9"
5946afeff810d56922559a3b,17,11,11,11,11,10,1,1,1,"0,9090909091"
5946aee9f810d569225495d9,13,10,10,8,8,8,1,"0,8","0,8","0,8"
5946acfef810d5692251399d,9,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a83cf810d569224a4697,10,8,8,8,8,8,1,1,1,1
5946b09af810d56922561caf,19,8,8,8,8,8,1,1,1,1
5946a8fef810d569224c500f,24,8,8,8,6,6,1,1,"0,75","0,75"
5946a8fff810d569224c66bd,8,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad06f810d5692251a423,18,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad98f810d5692252e8b1,15,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8f1f810d569224b9e00,13,8,8,8,8,8,1,1,1,1
5946ad4df810d56922526961,14,8,8,8,8,8,1,1,1,1
5946acb8f810d5692250eee6,13,8,8,7,7,7,1,"0,875","0,875","0,875"
5946ad97f810d5692252dd7e,18,12,12,12,12,12,1,1,1,1
5946aee8f810d56922548708,11,11,11,11,11,11,1,1,1,1
5946a8e4f810d569224b7e1c,8,8,8,8,8,8,1,1,1,1
5946aff1f810d56922559c37,9,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ae28f810d569225386e7,13,8,8,8,8,8,1,1,1,1
5946a8fdf810d569224c49f5,9,9,9,9,9,9,1,1,1,1
5946ad0cf810d5692251ec04,13,10,10,10,10,10,1,1,1,1
5946a5f2f810d56922449eee,3,8,8,8,8,8,1,1,1,1
5946ad01f810d56922516075,12,8,8,8,8,8,1,1,1,1
5946a8f5f810d569224bd820,17,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a5f4f810d5692244b466,17,10,10,8,8,8,1,"0,8","0,8","0,8"
5946abc6f810d569225061f8,14,8,8,8,8,8,1,1,1,1
5946a8e4f810d569224b7d26,8,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946ad0cf810d5692251f38b,10,9,9,9,9,9,1,1,1,1
5946a84af810d569224a4c1f,11,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a892f810d569224ab932,8,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ade1f810d569225351f2,18,8,8,8,8,8,1,1,1,1
5946ab78f810d56922501067,11,11,11,11,11,11,1,1,1,1
5946acfef810d56922513773,10,9,9,9,9,9,1,1,1,1
5946abdff810d5692250788b,10,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946aeeaf810d5692254a797,11,10,10,9,7,7,1,"0,9","0,7","0,7"
5946ad11f810d5692252189c,14,8,8,8,8,8,1,1,1,1
5946a8e4f810d569224b7cf6,7,11,11,11,11,11,1,1,1,1
5946a873f810d569224aa4cc,12,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8f5f810d569224bd59d,1,8,8,7,7,7,1,"0,875","0,875","0,875"
5946aee8f810d56922548208,16,11,11,11,11,11,1,1,1,1
5946a8fbf810d569224c2acd,13,12,12,10,10,10,1,"0,8333333333","0,8333333333","0,8333333333"
5946abdef810d56922507103,14,8,8,8,8,8,1,1,1,1
5946ad95f810d5692252b9b0,18,11,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946a8f3f810d569224bb5ce,10,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a790f810d5692248e82d,11,13,13,13,13,13,1,1,1,1
5946ad04f810d56922517fdc,11,11,11,11,11,11,1,1,1,1
5946ad06f810d56922519ec1,15,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8fff810d569224c5a75,14,9,9,9,9,9,1,1,1,1
5946a954f810d569224d1a80,13,9,9,9,9,9,1,1,1,1
5946ac2cf810d5692250a4ae,20,10,10,10,10,10,1,1,1,1
5946ad02f810d56922516791,10,9,9,9,9,9,1,1,1,1
5946a8f5f810d569224bd744,5,9,9,9,9,9,1,1,1,1
5946a8e4f810d569224b7def,8,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8f2f810d569224ba987,10,9,9,9,9,9,1,1,1,1
5946a5f4f810d5692244b842,15,9,9,8,7,6,1,"0,8888888889","0,7777777778","0,6666666667"
5946a892f810d569224ab8df,10,11,11,11,11,11,1,1,1,1
5946a8f5f810d569224bd6cf,13,12,12,12,12,12,1,1,1,1
5946ae57f810d5692253c0de,14,8,8,8,7,7,1,1,"0,875","0,875"
5946ad06f810d5692251a427,18,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8fcf810d569224c389a,10,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946ad05f810d56922518d33,21,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8b6f810d569224b2932,12,8,8,8,8,8,1,1,1,1
5946a8f7f810d569224be6a6,15,8,8,8,8,8,1,1,1,1
5946a7b7f810d569224942c4,11,8,7,6,6,6,"0,875","0,75","0,75","0,75"
5946a8faf810d569224c1f45,13,12,12,10,10,10,1,"0,8333333333","0,8333333333","0,8333333333"
5946ae92f810d5692253ea4f,12,12,12,12,12,12,1,1,1,1
5946b00af810d5692255ce0d,12,9,9,9,9,9,1,1,1,1
5946a5f4f810d5692244ba80,17,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aec9f810d5692254478f,10,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a5f3f810d5692244a629,14,9,9,9,9,9,1,1,1,1
5946ad11f810d569225218a6,19,8,8,8,8,8,1,1,1,1
5946aee8f810d5692254886c,10,11,11,11,11,11,1,1,1,1
5946aef1f810d5692255087b,10,12,12,12,12,12,1,1,1,1
5946a8f6f810d569224be440,16,9,9,9,9,9,1,1,1,1
5946aee8f810d569225489d0,12,12,12,12,12,12,1,1,1,1
5946ad07f810d5692251a6b2,10,9,9,9,9,9,1,1,1,1
5946afeff810d5692255986b,12,10,10,10,10,9,1,1,1,"0,9"
5946abb8f810d56922505243,8,8,8,8,8,8,1,1,1,1
5946a8fff810d569224c64fb,5,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a950f810d569224ce3b8,13,11,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946abdff810d56922507456,13,9,9,8,8,7,1,"0,8888888889","0,8888888889","0,7777777778"
5946ad03f810d56922517aa6,12,12,12,12,12,12,1,1,1,1
5946ad03f810d569225179e5,11,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a607f810d5692244d2a0,12,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946b009f810d5692255c1c3,13,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8f2f810d569224ba74e,12,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7b7f810d5692249440a,14,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946a5f4f810d5692244ba8d,8,10,10,8,8,8,1,"0,8","0,8","0,8"
5946aee9f810d569225495e6,11,10,10,8,8,8,1,"0,8","0,8","0,8"
5946a8f6f810d569224be4fa,32,8,8,8,8,8,1,1,1,1
5946a8f3f810d569224bae12,14,8,8,8,8,8,1,1,1,1
5946aef2f810d56922550dea,19,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946ad02f810d56922516cf9,11,12,12,12,12,12,1,1,1,1
5946ad05f810d56922518b29,21,13,13,13,13,13,1,1,1,1
5946a790f810d5692248e984,11,9,9,9,9,9,1,1,1,1
5946a8f1f810d569224b97de,20,9,9,9,9,9,1,1,1,1
5946acc0f810d5692250f50d,16,11,11,11,11,11,1,1,1,1
5946aee8f810d56922548963,11,9,9,9,9,9,1,1,1,1
5946a8b6f810d569224b2a9a,8,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8f8f810d569224bfb6f,20,8,8,8,8,8,1,1,1,1
5946acc0f810d5692250f850,13,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946aeeaf810d56922549eae,12,13,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946a576f810d5692243633f,12,10,10,10,9,9,1,1,"0,9","0,9"
5946ad97f810d5692252d3a5,10,11,11,11,11,11,1,1,1,1
5946aef2f810d5692255110c,12,10,10,10,10,10,1,1,1,1
5946a8f5f810d569224bd617,13,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946b131f810d56922564725,15,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a7a6f810d56922492d6c,12,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a84af810d569224a4ca6,17,9,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946abb6f810d56922503dd1,18,9,9,9,9,9,1,1,1,1
5946aee8f810d569225485ef,9,11,11,11,11,11,1,1,1,1
5946aee6f810d56922546c9a,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946acfef810d569225139a7,13,8,8,8,7,7,1,1,"0,875","0,875"
5946b1e7f810d569225694d5,8,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946afeff810d5692255986f,15,11,11,11,11,10,1,1,1,"0,9090909091"
5946aeebf810d5692254b3df,12,10,10,8,8,8,1,"0,8","0,8","0,8"
5946a8faf810d569224c11cc,14,11,11,11,11,11,1,1,1,1
5946b1e6f810d56922569093,13,8,8,8,8,8,1,1,1,1
5946aac0f810d569224f6529,10,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a74bf810d56922486f23,1,8,8,5,5,5,1,"0,625","0,625","0,625"
5946acc0f810d5692250f551,14,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f3f810d5692244a4a1,14,10,10,10,10,10,1,1,1,1
5946aef2f810d56922550ec7,10,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad05f810d569225191be,12,11,11,11,11,11,1,1,1,1
5946abdff810d56922507388,14,9,9,9,9,9,1,1,1,1
5946aee9f810d5692254965a,10,9,9,9,9,9,1,1,1,1
5946b009f810d5692255bb92,12,9,9,9,9,9,1,1,1,1
5946ad00f810d56922515583,12,12,12,12,12,12,1,1,1,1
5946a5f4f810d5692244b5a5,15,9,9,8,6,6,1,"0,8888888889","0,6666666667","0,6666666667"
5946a8f0f810d569224b890b,13,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a6a2f810d569224654cd,16,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a72df810d5692247f3a6,16,9,9,9,9,9,1,1,1,1
5946ad0ff810d569225215f8,11,12,12,12,12,12,1,1,1,1
5946b524f810d56922577da2,17,8,8,8,6,6,1,1,"0,75","0,75"
5946acc1f810d5692251004b,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad98f810d5692252e8d7,14,11,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946a72bf810d5692247dd43,10,8,8,8,8,8,1,1,1,1
5946acc1f810d56922510253,14,8,8,7,7,7,1,"0,875","0,875","0,875"
5946aee8f810d5692254819d,10,9,9,9,9,9,1,1,1,1
5946ad03f810d56922517a31,16,10,10,10,10,10,1,1,1,1
5946b0f3f810d5692256370a,15,9,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946ad02f810d569225171d9,19,8,8,8,7,7,1,1,"0,875","0,875"
5946a8fbf810d569224c2c2f,13,12,12,10,10,10,1,"0,8333333333","0,8333333333","0,8333333333"
5946a5f4f810d5692244b77b,17,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ae29f810d56922539cb7,15,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f2f810d5692244a005,14,8,8,8,7,7,1,1,"0,875","0,875"
5946a6a0f810d5692246438e,17,8,8,8,8,8,1,1,1,1
5946a790f810d5692248e903,14,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a906f810d569224c7938,19,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad4cf810d56922525ee0,13,11,11,11,11,11,1,1,1,1
5946ad9bf810d56922530732,11,10,10,9,9,9,1,"0,9","0,9","0,9"
5946aeebf810d5692254aba7,16,10,10,9,8,8,1,"0,9","0,8","0,8"
5946ad4ff810d569225283ba,13,10,10,10,10,10,1,1,1,1
5946a8fef810d569224c5a5b,11,8,8,8,8,8,1,1,1,1
5946b008f810d5692255b5c5,13,9,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946ad06f810d56922519e8a,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a5f4f810d5692244b37b,12,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a675f810d56922460cbd,16,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946aa6af810d569224f2085,16,10,10,10,10,10,1,1,1,1
5946ad05f810d56922519486,9,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946abb7f810d56922504591,16,8,8,7,6,6,1,"0,875","0,75","0,75"
5946a8f4f810d569224bc71c,11,14,14,14,14,14,1,1,1,1
5946aeebf810d5692254aca2,10,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a72ef810d5692247fb7c,20,10,10,10,10,10,1,1,1,1
5946ad07f810d5692251a70d,10,10,10,10,10,10,1,1,1,1
5946a8f0f810d569224b88f5,10,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad11f810d5692252189e,13,8,8,8,8,8,1,1,1,1
5946a8f5f810d569224bcc9e,14,11,11,11,11,11,1,1,1,1
5946a8b6f810d569224b29ef,10,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8b6f810d569224b26a2,6,9,9,9,9,9,1,1,1,1
5946ad07f810d5692251a5c1,15,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f3f810d5692244afcd,18,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a675f810d56922460cc4,17,10,10,10,10,10,1,1,1,1
5946a8f5f810d569224bce7a,14,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a5f4f810d5692244b75d,16,10,10,9,7,7,1,"0,9","0,7","0,7"
5946abdef810d56922507181,13,8,8,8,8,8,1,1,1,1
5946aee6f810d569225467fb,6,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad05f810d56922518ca8,17,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a790f810d5692248e8ec,13,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a72df810d5692247f0ba,21,8,8,8,7,6,1,1,"0,875","0,75"
5946aef1f810d5692255070d,23,8,8,8,8,8,1,1,1,1
5946a5f0f810d569224496b2,7,8,8,8,8,8,1,1,1,1
5946aee8f810d5692254888f,14,8,8,8,8,8,1,1,1,1
5946ad08f810d5692251ba1a,14,9,9,9,9,9,1,1,1,1
5946a5f3f810d5692244ae97,15,10,10,9,8,8,1,"0,9","0,8","0,8"
5946a8f5f810d569224bd5ff,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad0df810d5692252045f,11,8,8,8,8,8,1,1,1,1
5946a7b8f810d56922494f7a,17,9,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946a8b6f810d569224b2c25,8,9,9,9,9,9,1,1,1,1
5946a7b8f810d56922495733,16,8,7,7,6,6,"0,875","0,875","0,75","0,75"
5946a5f4f810d5692244b7a4,12,10,10,9,7,7,1,"0,9","0,7","0,7"
5946acfef810d56922513961,11,9,9,9,9,9,1,1,1,1
5946aee5f810d56922546276,22,10,10,10,10,10,1,1,1,1
5946a84af810d569224a4cc0,16,10,10,10,10,10,1,1,1,1
5946a594f810d5692243cbf5,19,8,8,8,8,8,1,1,1,1
5946a72bf810d5692247deb8,7,9,9,9,9,9,1,1,1,1
5946aac0f810d569224f6561,14,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad98f810d5692252e9a7,16,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad98f810d5692252e1c8,17,12,12,10,10,10,1,"0,8333333333","0,8333333333","0,8333333333"
5946aee8f810d5692254832f,10,12,12,12,12,12,1,1,1,1
5946ad9bf810d569225307c9,15,10,10,10,10,10,1,1,1,1
5946a7b7f810d569224945d4,21,10,9,9,8,8,"0,9","0,9","0,8","0,8"
5946ad04f810d569225181c9,8,9,9,9,9,9,1,1,1,1
5946a8fef810d569224c4bb0,8,9,9,9,9,9,1,1,1,1
5946a5f3f810d5692244af6d,20,11,11,11,11,11,1,1,1,1
5946ad99f810d5692252f13e,16,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aeeef810d5692254de4c,7,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946aef0f810d5692254fe50,18,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a8f5f810d569224bd62e,14,9,9,9,9,9,1,1,1,1
5946b211f810d56922569e35,11,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7b7f810d5692249461c,11,9,8,7,7,7,"0,8888888889","0,7777777778","0,7777777778","0,7777777778"
5946ade1f810d569225351e4,24,8,8,8,8,8,1,1,1,1
5946ad0af810d5692251d43b,18,8,8,8,8,8,1,1,1,1
5946abdef810d56922506d4b,22,8,8,8,8,8,1,1,1,1
5946ad06f810d5692251998b,17,12,12,12,12,12,1,1,1,1
5946aa1df810d569224e775b,18,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946ad98f810d5692252e1c9,16,14,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5946ad05f810d569225190a5,15,11,11,11,11,11,1,1,1,1
5946a8fbf810d569224c2e28,18,11,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946aec6f810d569225441b0,15,9,9,9,9,9,1,1,1,1
5946a5f3f810d5692244abc9,17,9,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a7faf810d5692249e7df,12,8,8,8,8,8,1,1,1,1
5946a5f4f810d5692244b5b4,12,10,10,9,8,8,1,"0,9","0,8","0,8"
5946a8e0f810d569224b691a,22,8,8,8,8,8,1,1,1,1
5946ad05f810d5692251936e,14,12,12,12,12,12,1,1,1,1
5946a8f5f810d569224bcca1,12,10,10,10,10,10,1,1,1,1
5946a8f5f810d569224bd802,8,10,10,10,10,10,1,1,1,1
5946a797f810d5692248eeef,11,10,10,10,9,9,1,1,"0,9","0,9"
5946b008f810d5692255b647,20,9,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946aee7f810d56922547882,13,8,8,8,7,7,1,1,"0,875","0,875"
5946ad03f810d5692251797d,12,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad4ef810d56922527801,17,11,11,11,11,11,1,1,1,1
5946abdef810d56922507244,10,10,10,10,10,10,1,1,1,1
5946aef3f810d569225518dd,19,10,10,10,10,10,1,1,1,1
5946a8fdf810d569224c4a72,11,11,11,11,11,11,1,1,1,1
5946ad99f810d5692252f138,15,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a5f3f810d5692244a511,16,10,10,9,9,9,1,"0,9","0,9","0,9"
5946abdff810d569225077ef,11,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8faf810d569224c11af,20,10,10,10,10,10,1,1,1,1
5946ad0df810d56922520104,21,11,11,11,11,11,1,1,1,1
5946abb8f810d56922505688,11,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8f1f810d569224b9b58,22,8,8,8,8,8,1,1,1,1
5946a797f810d5692248ef5a,8,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946aee8f810d56922548777,11,11,11,11,11,11,1,1,1,1
5946abdef810d56922507131,13,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a951f810d569224cf4f4,17,10,10,10,10,10,1,1,1,1
5946a5f3f810d5692244af93,14,11,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946ad04f810d56922517fff,10,10,10,10,10,10,1,1,1,1
5946abc6f810d56922506216,11,10,10,9,9,9,1,"0,9","0,9","0,9"
5946aa6af810d569224f2083,17,11,11,11,11,11,1,1,1,1
5946aee6f810d5692254687d,16,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8e4f810d569224b7ddc,10,8,7,7,7,7,"0,875","0,875","0,875","0,875"
5946ae04f810d569225365a1,11,11,11,11,11,11,1,1,1,1
5946a5f3f810d5692244ab6c,19,8,8,8,7,7,1,1,"0,875","0,875"
5946a8f5f810d569224bd6be,13,9,9,9,9,9,1,1,1,1
5946a5f4f810d5692244b7bd,12,10,10,9,7,7,1,"0,9","0,7","0,7"
5946aeebf810d5692254ac5d,12,8,8,7,7,7,1,"0,875","0,875","0,875"
5946ad9bf810d56922530691,17,10,10,9,9,9,1,"0,9","0,9","0,9"
5946aeedf810d5692254cc01,19,8,8,8,8,8,1,1,1,1
5946ad0cf810d5692251ec9e,12,10,10,10,10,10,1,1,1,1
5946a797f810d5692248ef21,12,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ac9af810d5692250dd22,9,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8fef810d569224c4fc0,12,9,9,9,9,9,1,1,1,1
5946a6a1f810d569224653ad,14,9,9,9,9,9,1,1,1,1
5946a5f4f810d5692244b3dd,18,10,10,9,8,8,1,"0,9","0,8","0,8"
5946ad98f810d5692252e983,16,10,10,8,8,8,1,"0,8","0,8","0,8"
5946ad08f810d5692251c1b8,13,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946b00af810d5692255c95e,16,9,9,8,8,7,1,"0,8888888889","0,8888888889","0,7777777778"
5946a6a3f810d5692246691f,14,10,10,9,8,8,1,"0,9","0,8","0,8"
5946aef3f810d56922551909,18,11,11,11,11,11,1,1,1,1
5946a5f3f810d5692244aeb8,3,9,9,9,9,9,1,1,1,1
5946a83cf810d569224a4699,19,8,8,8,8,8,1,1,1,1
5946ad02f810d56922516fbc,9,8,8,7,7,7,1,"0,875","0,875","0,875"
5946ad9bf810d56922530719,17,10,10,10,10,10,1,1,1,1
5946b1d1f810d56922568844,15,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8fdf810d569224c4296,15,8,8,8,7,7,1,1,"0,875","0,875"
5946ae37f810d56922539fe1,18,8,8,8,8,8,1,1,1,1
5946a8f7f810d569224be808,18,8,8,8,7,7,1,1,"0,875","0,875"
5946ad06f810d56922519aab,16,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a8fff810d569224c667b,14,9,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8fcf810d569224c36a4,15,11,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946abdff810d569225077a5,8,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a797f810d5692248efa2,15,9,9,9,9,9,1,1,1,1
5946a8b6f810d569224b2b27,8,8,8,7,7,7,1,"0,875","0,875","0,875"
5946b009f810d5692255c29d,13,10,10,9,9,9,1,"0,9","0,9","0,9"
5946ad03f810d56922517a58,10,10,10,10,10,10,1,1,1,1
5946a8fef810d569224c59f3,11,9,9,9,9,9,1,1,1,1
5946a7a9f810d56922493333,17,8,8,7,7,7,1,"0,875","0,875","0,875"
5946adf0f810d569225356ce,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad98f810d5692252df0b,12,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8faf810d569224c1cc7,14,12,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
5946a8f3f810d569224bb97d,13,9,9,9,9,9,1,1,1,1
5946a8fff810d569224c652e,6,10,10,9,8,8,1,"0,9","0,8","0,8"
5946ad0df810d569225204e9,8,12,12,12,12,12,1,1,1,1
5946ad0bf810d5692251e140,18,10,10,9,8,8,1,"0,9","0,8","0,8"
5946a5f4f810d5692244b417,15,10,10,9,9,9,1,"0,9","0,9","0,9"
5946a72bf810d5692247dcd8,17,9,9,9,9,8,1,1,1,"0,8888888889"
5946a5f3f810d5692244b0d0,19,10,10,10,10,10,1,1,1,1
5946ad05f810d56922519479,21,11,11,11,11,11,1,1,1,1
5946aee7f810d56922547e0b,18,8,8,8,8,8,1,1,1,1
5946a8fff810d569224c5f49,13,8,8,7,7,7,1,"0,875","0,875","0,875"
5946a8f2f810d569224ba728,11,9,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946abb8f810d56922505410,16,10,10,9,9,9,1,"0,9","0,9","0,9"
5946b009f810d5692255bd91,16,11,11,11,11,10,1,1,1,"0,9090909091"
5946acfff810d56922513c7a,18,12,12,12,12,12,1,1,1,1
5946a5f4f810d5692244b870,16,10,10,10,8,8,1,1,"0,8","0,8"
5946acc1f810d5692251004d,12,11,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8fbf810d569224c2017,13,12,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
