clique_id, presenze massime_valore, presenze massime_count, numero_nodi, intrusi 
5946b1e7f810d5692256944f,8,1,10,0
5946a74af810d569224868fd,5,1,8,0
5946b008f810d5692255b6ba,8,2,9,1
5946a7b8f810d569224954da,7,1,8,1
5946aeeaf810d56922549c13,8,3,10,0
5946acfff810d56922513ea6,7,3,8,0
5946a7b7f810d569224949d2,8,2,9,1
5946ad07f810d5692251a573,10,3,10,0
5946aee8f810d569225489ff,12,1,12,0
5946adbbf810d56922532847,3,5,8,1
5946abb6f810d56922503c3b,7,1,8,0
5946a634f810d56922451827,7,1,8,0
5946a7b8f810d5692249565e,7,3,8,1
5946a7b7f810d56922494483,9,3,10,1
5946afb7f810d569225583a8,10,1,10,0
5946ab35f810d569224fc50e,4,2,9,0
5946a8fff810d569224c5cfd,7,1,8,0
5946adbbf810d569225327bd,4,3,8,0
5946b130f810d5692256454a,8,1,8,0
5946a8faf810d569224c16cc,10,1,11,0
5946a5f3f810d5692244a639,9,2,9,0
5946a5f3f810d5692244afc7,7,3,9,0
5946ad06f810d56922519ee5,11,1,12,0
5946a8faf810d569224c18f1,9,3,11,0
5946aee8f810d569225486ef,11,1,11,0
5946a8fdf810d569224c3d24,10,3,12,0
5946a6d4f810d56922471fa4,7,2,8,0
5946aeecf810d5692254c605,9,1,9,0
5946a797f810d5692248ef93,8,2,9,0
5946a7a3f810d5692249112e,5,1,8,0
5946ad02f810d56922516ff7,9,3,10,0
5946b008f810d5692255b67d,8,3,9,1
5946aee8f810d5692254837c,12,1,12,0
5946a8f7f810d569224be671,11,1,11,0
5946ad97f810d5692252dd18,12,1,12,0
5946af55f810d56922555378,8,1,9,0
5946a5f3f810d5692244aef3,10,2,10,0
5946a8fbf810d569224c20b8,11,1,12,0
5946aee8f810d569225489fc,12,1,12,0
5946a57cf810d56922437084,6,1,8,0
5946ad0cf810d5692251f327,11,1,11,0
5946a7a3f810d5692249154a,5,3,8,0
5946acc0f810d5692250f51a,9,2,9,0
5946a74af810d56922486d03,4,3,8,0
5946ac43f810d5692250b1d3,4,2,8,0
5946a8f9f810d569224c09f1,11,3,11,0
5946aa4ef810d569224efa6a,4,3,8,0
5946a67bf810d56922461367,6,2,8,0
5946a7a3f810d569224915e3,5,2,8,0
5946b09af810d56922561cc5,9,3,10,0
5946ab35f810d569224fc1e9,5,2,8,0
5946a7a2f810d56922490a48,5,1,8,0
5946ae28f810d5692253897a,9,2,11,0
5946a8f3f810d569224bb0b4,10,1,10,0
5946a8fdf810d569224c42b3,10,1,11,0
5946ac2cf810d5692250a467,10,1,10,0
5946ad03f810d569225179ae,10,1,10,0
5946ac43f810d5692250b262,4,3,8,0
5946ac43f810d5692250b1c3,4,1,8,0
5946ad0ef810d56922520501,12,1,12,0
5946ad03f810d56922517bb5,12,1,12,0
5946a8f5f810d569224bd19e,8,3,8,0
5946a8f4f810d569224bc17e,12,1,12,0
5946a7a2f810d569224905ab,5,2,9,0
5946aeeaf810d56922549cb9,10,1,11,0
5946a5f3f810d5692244b058,10,2,10,0
5946abdff810d5692250769d,8,1,9,0
5946a5b3f810d569224403ba,5,2,8,0
5946aa00f810d569224e1d94,5,2,8,0
5946a8f1f810d569224b9805,8,2,9,0
5946aee8f810d56922548319,9,1,10,0
5946ab35f810d569224fc5b6,5,2,8,0
5946ab6ef810d5692250038b,5,2,8,0
5946aee8f810d5692254881e,10,1,10,0
5946ad03f810d569225179fb,11,1,11,0
5946ad03f810d569225179a7,9,3,10,0
5946acfef810d5692251399c,9,1,9,0
5946a8fff810d569224c5c7d,9,1,9,0
5946a5f2f810d5692244a05a,8,2,8,0
5946a72df810d5692247f290,8,3,8,0
5946aeedf810d5692254cc9f,12,3,12,0
5946aac0f810d569224f656e,10,1,10,0
5946a5b3f810d5692243ffa6,4,3,8,1
5946a5b3f810d5692243ff76,4,3,8,0
5946a8f7f810d569224be98e,9,1,9,0
5946ad04f810d56922517fdb,11,1,11,0
5946ad02f810d56922516ffe,9,3,10,0
5946a5f4f810d5692244b2e6,8,3,10,0
5946aef0f810d5692254faf8,10,1,11,0
5946a587f810d569224390e0,3,1,8,0
5946abb8f810d56922505553,7,3,9,0
5946aeb5f810d5692253fdb6,6,1,9,0
5946b00af810d5692255cfb1,11,1,11,0
5946a7a3f810d569224910f1,5,1,8,0
5946b009f810d5692255c191,11,1,11,0
5946ad0ef810d56922520502,10,1,11,0
5946a5f2f810d5692244a09e,9,3,11,0
5946aeeaf810d56922549f33,10,1,12,0
5946aeeaf810d56922549e88,12,1,13,0
5946a8f1f810d569224b9e19,8,1,9,0
5946a8f6f810d569224be2e7,11,1,11,0
5946ab34f810d569224fbf81,5,3,9,0
5946ad05f810d56922519437,14,1,14,0
5946b15ff810d5692256598e,5,3,8,0
5946a5b3f810d569224403b6,5,2,8,0
5946a8faf810d569224c16c6,10,1,11,0
5946aa03f810d569224e4067,4,3,8,0
5946b1e7f810d5692256944e,8,1,10,0
5946a6f6f810d56922475481,4,3,8,0
5946ac43f810d5692250b1b9,4,2,8,0
5946ad0df810d5692251f8c7,12,1,12,0
5946a7a3f810d56922490d70,4,2,8,0
5946a7a2f810d56922490486,4,2,8,0
5946ab34f810d569224fbf49,5,1,9,0
5946a8fff810d569224c6382,8,1,9,0
5946a5f2f810d5692244a0a0,9,2,10,0
5946a7a4f810d56922491871,4,4,8,0
5946ad0bf810d5692251e0c1,9,3,11,0
5946aa04f810d569224e45cb,5,2,8,0
5946a7a2f810d5692249077e,5,2,9,0
5946a74af810d56922486c92,4,1,8,0
5946a7a2f810d569224907af,4,4,9,0
5946a5f4f810d5692244b83f,8,2,10,0
5946aeeaf810d56922549de6,10,1,12,0
5946a94ef810d569224cd8c9,3,4,8,0
5946aed9f810d56922545c9f,6,1,8,0
5946aee9f810d56922548f2c,11,1,11,0
5946ad0ff810d569225216b5,10,1,10,0
5946a5f3f810d5692244aed8,8,3,9,0
5946aca4f810d5692250e4cf,8,1,8,0
5946a5f3f810d5692244a8d6,8,2,8,0
5946a8faf810d569224c1906,9,2,11,0
5946ad04f810d569225189b9,11,2,11,0
5946a8fbf810d569224c2d46,13,1,14,0
5946a5f3f810d5692244a754,10,1,10,0
5946ab72f810d5692250062f,5,2,8,0
5946ad05f810d56922518b74,14,1,14,0
5946a5f3f810d5692244ad81,10,2,10,0
5946a5f4f810d5692244ba96,6,3,8,0
5946a8fcf810d569224c332a,9,1,11,0
5946ad0af810d5692251d5af,9,2,10,0
5946a72ff810d56922480d00,9,2,10,0
5946a5b4f810d569224407d8,3,9,8,0
5946a74af810d56922486a29,4,3,8,0
5946aef1f810d56922550885,11,1,11,0
5946ac2cf810d5692250a460,10,1,10,0
5946a7a3f810d56922490d03,5,1,8,0
5946ad0bf810d5692251e5d9,10,3,10,0
5946a7b7f810d56922494b78,8,3,9,1
5946a7a3f810d5692249165c,5,3,8,0
5946acc1f810d56922510603,10,1,11,0
5946ab72f810d56922500756,5,2,8,0
5946ad9bf810d5692253066b,9,1,9,0
5946ad96f810d5692252cb23,11,1,12,0
5946a7a2f810d5692249027c,4,2,8,0
5946a5b3f810d5692243ff75,3,7,8,0
5946ab35f810d569224fc250,5,2,8,0
5946ae29f810d5692253950f,6,2,9,0
5946aee8f810d56922548616,12,1,12,0
5946afeff810d56922559a36,10,3,11,0
5946aeb5f810d5692253fdc1,5,2,8,0
5946a6cef810d5692247045d,5,1,8,0
5946ab72f810d569225005fd,5,2,8,0
5946a7a4f810d56922491733,5,1,8,0
5946a5c5f810d569224423bd,4,4,9,0
5946a797f810d5692248ef35,11,1,11,0
5946ab35f810d569224fc234,5,2,8,0
5946ad0cf810d5692251ec02,9,3,9,0
5946ae47f810d5692253ab2f,10,1,11,0
5946a7a2f810d569224906c4,4,4,9,0
5946a8fbf810d569224c24d1,13,1,14,0
5946ad00f810d56922515588,11,1,11,0
5946a5b3f810d5692244040f,6,2,8,0
5946a5b3f810d56922440100,4,1,8,0
5946a8fff810d569224c5ccd,9,3,9,0
5946afb7f810d569225583ab,10,1,10,0
5946a5b4f810d5692244079d,4,1,8,0
5946a7a2f810d56922490699,5,4,8,0
5946a5b3f810d5692244040e,5,2,8,0
5946ad03f810d56922517f02,13,1,13,0
5946ad0cf810d5692251ebf8,8,3,10,0
5946a7a2f810d569224907c6,4,1,8,0
5946ad02f810d56922516f25,13,1,13,0
5946a8f7f810d569224bebbc,11,1,11,0
5946a8f4f810d569224bc660,13,1,13,0
5946a8fbf810d569224c2016,10,1,12,0
5946aeb8f810d56922540a7d,9,3,9,0
5946a5f4f810d5692244b3b9,8,3,10,0
5946a8fcf810d569224c3952,11,1,12,0
5946ad06f810d56922519b1b,11,2,11,0
5946aef2f810d56922550bfd,11,1,11,0
5946ad0cf810d5692251ecb4,10,1,10,0
5946a5f3f810d5692244a510,10,2,10,0
5946aa03f810d569224e4041,4,4,8,0
5946ad03f810d56922517729,8,2,9,0
5946abdff810d5692250738e,8,3,8,0
5946aec4f810d569225429b1,9,3,10,0
5946a6bef810d5692246d462,5,1,8,0
5946ad08f810d5692251b507,10,1,11,0
5946ad0ef810d56922520534,10,3,10,0
5946a791f810d5692248eb4d,8,2,9,1
5946a8faf810d569224c1ffb,10,2,12,0
5946ab35f810d569224fc375,5,2,8,0
5946acfef810d5692251363a,9,3,9,0
5946a8f5f810d569224bcc21,13,2,13,0
5946ab34f810d569224fbfb4,5,3,9,0
5946a5f4f810d5692244b428,8,2,10,0
5946a8f5f810d569224bd666,7,3,8,0
5946a791f810d5692248ea8d,7,1,8,0
5946a5f2f810d5692244a12e,6,2,8,0
5946a57cf810d5692243704c,6,1,8,0
5946acfff810d56922513c89,12,1,12,0
5946ab34f810d569224fbfba,5,1,8,0
5946a7a3f810d569224915df,5,3,8,0
5946a7a2f810d56922490990,5,1,9,0
5946abb7f810d569225044fa,7,2,8,0
5946a7e9f810d5692249b1e1,4,4,8,0
5946aeebf810d5692254b3fc,11,1,12,0
5946b009f810d5692255c021,8,1,9,0
5946a7a4f810d569224919ca,4,3,8,0
5946a6cef810d56922470480,5,2,8,0
5946a5f4f810d5692244b2f9,8,1,10,0
5946a8fff810d569224c65e7,8,1,9,0
5946a7a2f810d569224909f8,5,2,8,0
5946ab72f810d56922500669,5,2,8,0
5946ad0af810d5692251d8be,9,1,11,0
5946a7a3f810d5692249156c,5,1,8,0
5946a8f8f810d569224bf4f5,7,2,8,0
5946a7a2f810d56922490742,6,1,9,0
5946ae29f810d56922539470,5,4,8,0
5946a797f810d5692248eee3,9,3,11,0
5946ad0cf810d5692251eb68,10,1,10,0
5946a7b7f810d56922494492,7,1,8,1
5946ad0df810d5692252044d,12,1,12,0
5946a7a2f810d56922490a1f,4,2,9,0
5946a7a2f810d569224907eb,4,3,8,0
5946a797f810d5692248eef9,8,1,8,0
5946ad0ef810d5692252074e,8,1,9,0
5946a5f3f810d5692244af3b,8,2,9,0
5946b00af810d5692255ce05,10,1,11,0
5946ad0ef810d56922520730,8,1,8,0
5946a7b8f810d569224956c1,9,2,10,1
5946a8f5f810d569224bcc4b,13,3,13,0
5946a8fff810d569224c5bef,10,2,12,0
5946a8fcf810d569224c340a,9,1,11,0
5946aeb5f810d5692253fe10,5,3,8,0
5946ad0cf810d5692251ed0c,10,3,10,0
5946a8fbf810d569224c2447,9,1,11,0
5946ad4ef810d569225277fc,11,1,11,0
5946afb6f810d569225582f8,6,1,8,0
5946aa1ef810d569224e82fb,8,1,9,0
5946a7a2f810d56922490978,4,1,8,0
5946ab34f810d569224fbf9d,4,3,9,0
5946a5b4f810d569224407d9,4,2,8,0
5946acfef810d569225139bc,8,1,8,0
5946a5f3f810d5692244ad89,7,2,9,0
5946a5f3f810d5692244a81b,9,2,10,0
5946a8f8f810d569224bfda7,9,3,11,0
5946a8f3f810d569224bb78f,12,1,12,0
5946b15ff810d56922565961,5,2,8,0
5946a8f5f810d569224bd70b,7,1,8,0
5946ad08f810d5692251c146,9,1,9,0
5946a589f810d5692243aa55,3,6,8,0
5946a5f2f810d56922449f38,8,2,8,0
5946abdef810d56922506cd0,9,2,9,0
5946ab35f810d569224fc237,5,1,8,0
5946ad02f810d56922516ff1,10,3,10,0
5946ad0cf810d5692251ec3f,7,1,8,0
5946a7a3f810d56922491132,5,1,8,0
5946a84af810d569224a4c6b,11,1,11,0
5946a8fcf810d569224c3953,11,1,12,0
5946acfef810d56922513982,8,1,9,0
5946a5f3f810d5692244abcc,9,2,9,0
5946a8f3f810d569224bb954,12,1,12,0
5946a5b3f810d569224404af,4,3,8,0
5946a5b3f810d569224403e4,5,2,8,0
5946a7a2f810d5692249095d,4,4,9,0
5946aef2f810d56922550b0b,10,1,10,0
5946aaabf810d569224f5004,4,2,8,0
5946a7b7f810d56922494c00,8,2,9,1
5946aeeaf810d56922549dc8,11,1,12,0
5946a84af810d569224a4c7f,11,1,11,0
5946ae27f810d56922538524,8,1,8,0
5946a8f5f810d569224bcfe1,11,1,11,0
5946b009f810d5692255bd9a,9,1,11,0
5946a5f4f810d5692244b878,8,1,9,0
5946a5b3f810d569224403c3,4,5,8,0
5946a5b3f810d56922440330,4,5,8,0
5946a7a2f810d56922490757,4,2,9,0
5946a8f4f810d569224bc72a,11,1,12,0
5946a8f5f810d569224bd6d1,8,3,9,0
5946ab35f810d569224fc29b,4,2,8,0
5946ae2ff810d56922539d5b,11,1,11,0
5946a8f4f810d569224bbead,13,1,13,0
5946a5f3f810d5692244a514,9,2,10,0
5946a7b8f810d56922495646,8,3,9,1
5946abb7f810d569225045f6,7,1,8,0
5946a5f3f810d5692244a519,8,3,10,0
5946a7a2f810d56922490a32,6,1,9,0
5946acfff810d56922513ea3,7,2,8,0
5946a8faf810d569224c1cbf,11,1,12,0
5946a8faf810d569224c1f1a,12,1,13,0
5946a7b7f810d56922494357,8,3,9,1
5946abdef810d56922507036,8,2,9,0
5946ab72f810d569225004e5,6,1,8,0
5946aa00f810d569224e1c38,4,4,8,0
5946b00af810d5692255cfbb,10,1,11,0
5946acb8f810d5692250efc7,8,1,9,0
5946a7b5f810d5692249412d,4,3,9,0
5946a5f3f810d5692244a747,9,2,10,0
5946a797f810d5692248eee2,9,3,11,0
5946a5b3f810d5692243ffa9,5,2,8,1
5946ae29f810d569225393f1,6,5,9,0
5946a7b8f810d569224958f1,8,3,9,1
5946ad0cf810d5692251ef59,9,1,10,0
5946a5b3f810d569224400c6,4,1,8,0
5946ad07f810d5692251a572,10,1,10,0
5946a5f4f810d5692244b6db,6,3,9,0
5946a8faf810d569224c11d5,11,1,11,0
5946aeebf810d5692254b573,8,1,10,0
5946ab72f810d5692250073a,6,2,8,0
5946a8f4f810d569224bc9a1,8,2,9,0
5946ad05f810d569225196e1,12,1,12,0
5946aef2f810d5692255110b,10,3,10,0
5946a8f7f810d569224be6a5,8,1,8,0
5946adbbf810d56922532812,4,2,8,0
5946ad07f810d5692251a5ef,9,1,10,0
5946a790f810d5692248e95d,7,1,8,1
5946abb8f810d56922505554,7,1,9,0
5946a5b3f810d56922440104,4,1,8,0
5946a8fcf810d569224c31da,9,1,11,0
5946a675f810d56922460cd9,9,1,9,0
5946ad0cf810d5692251f177,9,3,10,0
5946aef2f810d56922550ec0,8,1,9,0
5946a7a4f810d569224917bc,3,3,8,1
5946aee8f810d569225483e1,12,1,12,0
5946a8f3f810d569224bb763,9,1,10,0
5946ad03f810d56922517a62,8,3,8,0
5946a5f2f810d5692244a08a,8,2,8,0
5946ac43f810d5692250acee,4,1,8,0
5946a5f3f810d5692244ad93,9,2,10,0
5946aeeaf810d56922549ed3,13,1,14,0
5946acfef810d569225139d0,9,1,9,0
5946a8fbf810d569224c20e3,11,1,12,0
5946a7a3f810d56922491554,5,1,8,0
5946a8f5f810d569224bd8eb,10,1,10,0
5946a5b3f810d569224402aa,4,3,8,1
5946aee9f810d56922549606,11,1,11,0
5946ab35f810d569224fc530,4,2,9,0
5946a8fbf810d569224c2d23,11,1,12,0
5946ad03f810d56922517766,9,2,9,0
5946a5f3f810d5692244adbb,8,2,8,0
5946a7a2f810d5692249093a,5,3,8,0
5946ad0df810d5692251f90f,10,3,10,0
5946ad0ef810d56922520718,10,1,10,0
5946acfef810d569225139c5,9,1,9,0
5946b130f810d5692256455a,8,1,8,0
5946aef2f810d5692255111c,9,3,9,0
5946ad0ef810d56922520504,12,1,12,0
5946ad4ef810d569225272fa,8,3,8,0
5946a8f3f810d569224bb4d1,11,1,11,0
5946aef2f810d5692255124d,9,1,9,0
5946a8f4f810d569224bbc67,10,2,11,0
5946b086f810d5692256084b,5,1,8,0
5946a6a4f810d56922467156,8,1,9,0
5946abdff810d56922507849,8,1,9,0
5946aee9f810d569225498d4,9,2,9,0
5946a8fff810d569224c5c9a,9,1,9,0
5946abdef810d56922507030,8,2,9,0
5946ab06f810d569224fa67d,9,3,9,0
5946ad06f810d56922519b1c,13,3,13,0
5946a8f4f810d569224bc647,9,1,10,0
5946a72ff810d56922480c03,9,1,9,0
5946aee8f810d56922548646,11,1,11,0
5946ad0ef810d5692252075e,8,3,8,0
5946b009f810d5692255bb38,10,3,10,0
5946a8fff810d569224c5bcb,8,1,10,0
5946aef1f810d56922550977,12,2,12,0
5946a5f2f810d56922449e2c,7,2,8,0
5946ac43f810d5692250aec6,3,4,8,0
5946a8f5f810d569224bd7b4,9,1,10,0
5946a675f810d56922460ce4,8,1,9,0
5946a791f810d5692248eb6a,12,1,12,0
5946a5c5f810d569224423c3,5,2,9,0
5946ad46f810d569225253f3,9,1,9,0
5946a7a2f810d569224900dc,5,1,9,0
5946abdef810d56922506e55,9,2,9,0
5946a5f4f810d5692244b0f3,10,2,10,0
5946ab35f810d569224fc5b8,5,1,8,0
5946b009f810d5692255bda0,11,1,13,0
5946aee8f810d56922548981,12,1,12,0
5946acfef810d569225135c3,13,1,13,0
5946a5b3f810d56922440227,3,3,8,0
5946a5f3f810d5692244acf1,9,3,11,0
5946acfef810d5692251398f,9,1,9,0
5946a8f4f810d569224bc9a4,10,1,11,0
5946aee8f810d569225487a5,12,1,12,0
5946a7b7f810d56922494475,9,3,10,1
5946aee8f810d56922548811,10,1,10,0
5946a7a2f810d56922490802,4,4,9,0
5946a7a3f810d56922491317,6,1,8,0
5946ad98f810d5692252e2c1,10,2,12,0
5946a6cef810d56922470025,6,1,8,0
5946a8fbf810d569224c2c80,9,1,11,0
5946a8f4f810d569224bc9b4,10,1,11,0
5946a5f4f810d5692244b6a5,6,3,9,0
5946ad0bf810d5692251e837,11,2,11,0
5946a589f810d5692243aa1c,3,7,8,0
5946ae28f810d569225386f1,8,1,8,0
5946ad97f810d5692252dbf5,11,2,11,0
5946b130f810d56922564515,8,1,8,0
5946a8fbf810d569224c20b7,10,1,12,0
5946aa05f810d569224e4a56,5,1,8,0
5946a5b3f810d56922440226,3,3,8,0
5946a6cdf810d5692246fca2,5,2,8,0
5946ad9bf810d56922530661,9,2,10,0
5946aa6af810d569224f20f8,4,2,8,0
5946aef2f810d56922550b0a,9,3,10,0
5946ad03f810d5692251770c,9,1,9,0
5946a8f4f810d569224bc864,13,1,13,0
5946a67bf810d56922461368,6,2,8,0
5946a906f810d569224c774c,6,3,9,0
5946a71af810d5692247ab00,4,3,8,0
5946a5f2f810d56922449994,9,2,9,0
5946aee8f810d56922548297,11,1,11,0
5946acfff810d56922513d6c,9,1,10,0
5946a5f4f810d5692244b5e7,8,2,10,0
5946b008f810d5692255b788,9,3,9,0
5946a5b3f810d569224400b5,3,3,8,0
5946ad07f810d5692251a5ad,9,3,9,0
5946ae2ff810d56922539d60,11,1,11,0
5946ab2ff810d569224fbd42,4,1,8,0
5946ad0df810d5692251fae5,7,1,8,0
5946a5f4f810d5692244b455,9,3,11,0
5946a74af810d56922486bdb,4,3,8,0
5946a5f4f810d5692244b128,10,1,10,0
5946a8f5f810d569224bd0a0,13,1,13,0
5946acc4f810d56922510d5b,10,1,11,1
5946ab34f810d569224fbf9a,4,3,9,0
5946aee8f810d569225482a2,11,1,11,0
5946ae29f810d5692253945d,7,2,9,0
5946abb8f810d569225054d5,7,3,8,0
5946a818f810d569224a10ed,4,1,8,0
5946aeebf810d5692254acac,10,1,11,0
5946abb7f810d56922504336,6,1,8,0
5946ab34f810d569224fbf26,5,1,9,0
5946aeebf810d5692254b367,9,1,11,0
5946a892f810d569224ab907,11,1,11,0
5946aef1f810d569225508e3,12,3,12,0
5946ad05f810d5692251976e,13,1,13,0
5946b00af810d5692255c896,7,1,9,0
5946a6cef810d5692247047f,5,1,8,0
5946aee8f810d56922548653,12,1,12,0
5946b1e7f810d569225693f6,8,1,10,0
5946a8f7f810d569224bee88,10,1,10,0
5946a72bf810d5692247dd4c,8,2,8,0
5946a7a3f810d56922491176,5,1,8,0
5946adbbf810d5692253280f,4,3,8,0
5946ad0af810d5692251d8bf,9,1,11,0
5946a8faf810d569224c18c4,9,3,11,0
5946acfef810d5692251399a,9,1,9,0
5946a7a3f810d56922490d44,5,1,8,0
5946a582f810d5692243802d,6,1,8,0
5946a7a3f810d56922490c3e,4,2,8,0
5946a7a2f810d56922490484,4,2,8,0
5946b00af810d5692255cffd,9,3,9,0
5946a8fff810d569224c6389,7,1,8,0
5946abdff810d56922507840,8,1,9,0
5946aec9f810d5692254474b,11,1,11,0
5946a8f4f810d569224bbc65,10,1,11,0
5946a8fcf810d569224c3437,9,1,11,0
5946abf5f810d56922508db8,9,3,9,0
5946aac0f810d569224f656f,10,1,10,0
5946ad0cf810d5692251ec35,10,1,10,0
5946aee8f810d5692254827c,12,1,12,0
5946acfff810d56922513c8c,12,1,12,0
5946a72df810d5692247f965,9,3,9,0
5946af55f810d56922555375,9,3,9,0
5946a8e4f810d569224b7c9b,9,1,9,0
5946a650f810d56922456c89,4,1,8,0
5946a6cdf810d5692246fca1,6,1,8,0
5946a8f1f810d569224b975a,12,1,13,0
5946ac2cf810d5692250a4b0,10,1,10,0
5946acfff810d56922514858,7,1,8,0
5946aef2f810d56922551491,9,1,9,0
5946a5b3f810d56922440701,3,3,8,0
5946ad05f810d5692251972f,13,1,13,0
5946aee9f810d569225495cd,8,3,9,0
5946a74af810d56922486892,4,1,8,0
5946a8f2f810d569224ba5db,10,1,11,0
5946a8f3f810d569224bb4d7,9,3,10,0
5946acc1f810d5692251006b,9,1,10,0
5946a892f810d569224ab8db,11,1,11,0
5946ad0df810d5692251f917,10,3,10,0
5946a8f5f810d569224bd681,8,1,8,0
5946a5b3f810d56922440405,5,2,8,0
5946aef1f810d5692255092b,9,3,10,0
5946ab34f810d569224fbf20,4,2,8,0
5946a8f5f810d569224bccae,11,1,11,0
5946ad0df810d5692251f8eb,12,1,12,0
5946aee8f810d569225482e4,12,1,12,0
5946ad00f810d569225155be,10,3,10,0
5946a8b6f810d569224b2706,8,1,8,0
5946ad03f810d56922517bb4,13,2,13,0
5946ab35f810d569224fc525,5,2,9,0
5946a8fff810d569224c5c99,9,2,9,0
5946abdff810d5692250738a,8,1,8,0
5946a8f4f810d569224bc77e,12,1,12,0
5946a7b7f810d56922494489,8,1,9,1
5946b009f810d5692255bad0,10,3,10,0
5946ac43f810d5692250b23f,4,2,8,0
5946a8f3f810d569224bb26e,9,2,10,0
5946abb8f810d5692250544f,9,1,10,0
5946a5f3f810d5692244a4fa,8,2,9,0
5946aee8f810d56922548a7b,12,1,12,0
5946a589f810d5692243aa3a,3,6,8,0
5946abdef810d56922506ea5,9,2,9,0
