clique_id, Community, percentuale si 
5946a8f7f810d569224be7b8,si,92.5
5946ad04f810d56922517f4b,si,95.0
5946a5f3f810d5692244a7bd,si,100
5946aaf2f810d569224f94ba,no,40.93075172798695
5946ab35f810d569224fc56f,no,40.6205011519913
5946a5f3f810d5692244abcf,si,93.33333333333333
5946a7b8f810d5692249501c,no,7.4736324217576104
5946a7a2f810d569224908cf,no,40.6205011519913
5946acfef810d569225135b6,si,100
5946ad07f810d5692251a5c8,si,100
5946a5f3f810d5692244aad9,si,92.5
5946a6c4f810d5692246ea4a,no,46.23363242175761
5946aee9f810d5692254990a,si,95.0
5946acc1f810d56922510322,si,100
5946a7a3f810d56922490c6b,no,40.69806379599021
5946aee6f810d56922546dbb,si,94.54545454545455
5946a5f2f810d5692244a12d,si,92.5
5946a5f3f810d5692244a3f5,si,93.33333333333333
5946ad0cf810d5692251ec11,si,100
5946a6f2f810d56922474ffe,no,1.9380637959902116
5946a8fcf810d569224c3968,no,45.84403039539776
5946a5f3f810d5692244a821,si,100
5946aee7f810d56922547746,si,92.5
5946acfef810d569225136a0,si,93.33333333333333
5946a74af810d56922486914,no,40.87257974498777
5946ad4ff810d5692252869c,si,100
5946ad0bf810d5692251eb1e,no,45.84403039539776
5946ad97f810d5692252db40,si,100
5946acfef810d56922513862,si,100
5946a589f810d5692243a6e4,no,40.87257974498777
5946ad0df810d569225204a9,si,94.54545454545455
5946acb2f810d5692250ec81,no,46.060475965597675
5946a6c4f810d5692246e7b8,si,94.0
5946ad0df810d5692251f90e,si,100
5946b008f810d5692255b5c7,no,53.74
5946a761f810d5692248c887,si,92.5
5946a8fff810d569224c5b53,si,92.5
5946a6c4f810d5692246e6e3,no,46.060475965597675
5946a5f3f810d5692244b039,si,100
5946ad0df810d569225204c8,no,46.060475965597675
5946a8f5f810d569224bd924,si,100
5946aee7f810d569225475f3,si,100
5946a7b7f810d5692249449c,no,53.74
5946ad9bf810d5692253073d,si,100
5946a809f810d5692249fdae,no,40.69806379599021
5946ae57f810d5692253c9b0,si,100
5946acfff810d56922513dc3,si,93.33333333333333
5946a5f3f810d5692244aca1,si,93.33333333333333
5946a6c4f810d5692246e81d,no,46.23363242175761
5946a8edf810d569224b84d1,si,94.0
5946aa6af810d569224f2099,si,100
5946ad98f810d5692252e980,no,46.375305885888466
5946ad9bf810d56922530730,si,94.0
5946a5f3f810d5692244aa38,si,93.33333333333333
5946a7b8f810d569224951e7,no,7.08403039539776
5946aef2f810d56922551115,si,100
5946ad02f810d569225167ca,si,100
5946a74bf810d56922486ee6,no,40.69806379599021
5946a6f2f810d56922475093,no,2.1125797449877646
5946ad04f810d56922518213,si,100
5946ad06f810d56922519cb0,si,100
5946af0af810d5692255240f,si,100
5946aeb5f810d5692253fdd3,no,45.84403039539776
5946a7a2f810d569224900de,no,40.87257974498777
5946ac43f810d5692250aeb0,no,40.69806379599021
5946a7a2f810d569224909ef,no,40.6205011519913
5946ad08f810d5692251c186,si,94.0
5946a762f810d5692248cda6,si,93.33333333333333
5946a8fff810d569224c5a79,si,100
5946aec6f810d5692254429b,no,46.375305885888466
5946ad06f810d5692251a323,si,94.0
5946b009f810d5692255bb85,si,100
5946a8fff810d569224c5c11,si,94.54545454545455
5946aee7f810d56922547fb5,no,45.84403039539776
5946a906f810d569224c7a66,si,100
5946a8f5f810d569224bcc60,si,100
5946aee8f810d56922548689,si,100
5946a83cf810d569224a46a0,si,100
5946a881f810d569224aabc7,si,93.33333333333333
5946aef0f810d5692254fa39,si,100
5946ad07f810d5692251a752,si,94.0
5946a5f3f810d5692244ab7c,si,94.0
5946ae9af810d5692253f2f8,si,100
5946a5f3f810d5692244a5fc,si,100
5946ad4ff810d56922527dcd,si,100
5946acfef810d569225136a8,si,100
5946abb7f810d56922504dfd,si,93.33333333333333
5946a8fbf810d569224c2ca0,no,46.375305885888466
5946a6c4f810d5692246e92f,no,46.23363242175761
5946ad00f810d56922514c05,si,93.33333333333333
5946ad03f810d56922517920,si,92.5
5946a5f3f810d5692244b029,si,100
5946aee8f810d569225488f4,si,100
5946b1caf810d5692256844f,si,93.33333333333333
5946a6c7f810d5692246f2f2,si,94.0
5946aef2f810d56922550ae4,si,100
5946aef0f810d5692254fd9d,no,46.23363242175761
5946a954f810d569224d21d0,si,92.5
5946a797f810d5692248ef9c,si,100
5946a8f8f810d569224bf788,si,93.33333333333333
5946a8f2f810d569224bab3a,si,100
5946b009f810d5692255bf8a,si,93.33333333333333
5946a8b6f810d569224b26c0,si,93.33333333333333
5946ad03f810d56922517768,si,100
5946ad05f810d56922518f46,si,95.0
5946a72cf810d5692247e60a,si,100
5946aea2f810d5692253f741,si,93.33333333333333
5946ad03f810d56922517d6e,si,100
5946a8f6f810d569224bdcf6,si,95.0
5946ad06f810d56922519a98,si,100
5946a8fff810d569224c5be3,si,94.54545454545455
5946ad08f810d5692251c19c,si,100
5946adf0f810d569225356af,si,93.33333333333333
5946aac0f810d569224f655a,si,100
5946a8f1f810d569224b97c4,si,100
5946a790f810d5692248e83a,si,95.0
5946a775f810d5692248dbff,si,100
5946a5f3f810d5692244ae5b,si,92.5
5946abdef810d5692250700e,si,93.33333333333333
5946aa00f810d569224e20e8,no,40.87257974498777
5946a7a2f810d5692249067d,no,40.69806379599021
5946a762f810d5692248cabd,si,94.0
5946a610f810d5692244e085,si,93.33333333333333
5946a8f7f810d569224be71b,si,100
5946a761f810d5692248c5c6,si,92.5
5946a5f2f810d5692244a0f6,si,92.5
5946a576f810d5692243630e,si,95.38461538461539
5946a8f4f810d569224bc878,si,100
5946abb7f810d56922504495,si,92.5
5946ae28f810d56922538a94,si,94.0
5946a84af810d569224a4c41,si,100
5946ad04f810d56922518010,si,100
5946a7a2f810d569224905dc,no,40.6205011519913
5946a8fbf810d569224c24d3,si,100
5946a7b8f810d569224950e0,no,54.57333333333333
5946ad07f810d5692251b246,si,100
5946b009f810d5692255bae3,si,100
5946a8fff810d569224c65ee,si,93.33333333333333
5946ad0af810d5692251d91e,no,46.375305885888466
5946ad00f810d56922514c21,si,100
5946a6c4f810d5692246e934,si,92.5
5946aef2f810d56922550a99,si,100
5946a8fff810d569224c5c40,si,93.33333333333333
5946aec6f810d56922543a81,si,100
5946a8fff810d569224c5c2e,si,100
5946b524f810d56922577deb,no,40.87257974498777
5946ab35f810d569224fc5e2,no,40.69806379599021
5946ad0df810d569225204bf,si,100
5946a92cf810d569224caf07,si,94.0
5946acc0f810d5692250f4de,si,93.33333333333333
5946aee9f810d56922548f56,si,100
5946ad0df810d56922520214,si,100
5946aaf2f810d569224f9491,no,40.87257974498777
5946a762f810d5692248cd4b,si,94.0
5946a5f4f810d5692244baea,si,94.0
5946ad4df810d56922526a74,si,93.33333333333333
5946a5f4f810d5692244b104,si,100
5946a8f4f810d569224bc7f8,si,100
5946a8f6f810d569224bdea2,si,94.54545454545455
5946aef1f810d569225509d8,si,95.0
5946a6c4f810d5692246e719,no,46.23363242175761
5946b1e7f810d56922569394,si,92.5
5946a7c1f810d569224964e5,si,92.5
5946acc0f810d5692250f5e4,si,94.0
5946aef1f810d569225509cb,si,94.0
5946ad00f810d56922514c0c,si,100
5946aa04f810d569224e45be,no,40.69806379599021
5946a8e4f810d569224b7da4,no,46.060475965597675
5946a5f4f810d5692244b3d5,si,94.0
5946aee8f810d569225483dc,si,100
5946adbaf810d5692253263f,si,100
5946aa7df810d569224f2aa2,no,40.69806379599021
5946ac2bf810d5692250a40f,si,93.33333333333333
5946a8fff810d569224c661e,no,45.84403039539776
5946a8fbf810d569224c244a,no,46.375305885888466
5946b009f810d5692255baf2,si,100
5946abb7f810d5692250434c,si,100
5946a8f4f810d569224bbc5b,si,94.54545454545455
5946afeff810d5692255982f,si,100
5946aeebf810d5692254ab3d,no,46.493367105997514
5946a7c1f810d569224964e4,no,45.84403039539776
5946ad0df810d5692251fae0,si,100
5946a7b8f810d56922494ff3,no,53.74
5946a5b4f810d56922440784,no,40.523547846992656
5946aef2f810d56922550e01,si,100
5946acfff810d56922514838,si,100
5946ab35f810d569224fc547,no,40.87257974498777
5946ae29f810d56922539890,no,45.84403039539776
5946a6c4f810d5692246e90c,no,45.84403039539776
5946afeff810d56922559774,si,100
5946ae29f810d56922539488,no,40.87257974498777
5946a8faf810d569224c1c86,si,94.54545454545455
5946a8f5f810d569224bd83c,si,94.54545454545455
5946a5f2f810d5692244a0d0,no,46.23363242175761
5946ad03f810d56922517736,si,92.5
5946ad0cf810d5692251ec5e,si,94.0
5946b038f810d5692255de49,no,45.84403039539776
5946acfef810d5692251378d,si,100
5946a762f810d5692248ceb7,no,46.23363242175761
5946ad07f810d5692251a84a,si,100
5946a8faf810d569224c1f18,si,95.38461538461539
5946a8fdf810d569224c4b2d,si,100
5946acfef810d56922513885,si,100
5946acfff810d56922513f3a,si,100
5946ae28f810d569225389f6,si,94.54545454545455
5946a790f810d5692248e90e,si,92.5
5946aac0f810d569224f6572,si,100
5946a8f4f810d569224bbea3,si,100
5946a6c4f810d5692246eb2f,no,46.23363242175761
5946ad06f810d569225198d7,si,100
5946ad0df810d569225203b9,si,100
5946a6c4f810d5692246ebc6,si,92.5
5946a7a4f810d569224917c7,no,40.87257974498777
5946acfff810d56922513d75,si,92.5
5946b1e7f810d569225693c9,no,46.23363242175761
5946a8f2f810d569224baa29,si,100
5946a6c7f810d5692246f4dc,si,100
5946ab35f810d569224fc35f,no,40.69806379599021
5946a761f810d5692248c542,si,93.33333333333333
5946a8f5f810d569224bd2f8,si,100
5946a5a5f810d5692243dea1,no,40.87257974498777
5946ad4ff810d569225282ad,si,100
5946aee6f810d5692254680d,si,100
5946a8f7f810d569224bea68,si,100
5946a8f5f810d569224bd91a,si,100
5946a7b8f810d569224958d7,no,54.57333333333333
5946aef2f810d56922551502,si,100
5946b1e7f810d569225696cd,si,92.5
5946a602f810d5692244d016,si,93.33333333333333
5946ad98f810d5692252e699,no,46.375305885888466
5946a8faf810d569224c1b7c,si,95.38461538461539
5946aeeaf810d56922549dc4,si,95.0
5946aee8f810d56922548a6d,si,100
5946abf5f810d56922508da8,si,93.33333333333333
5946a6c4f810d5692246ec9c,no,46.060475965597675
5946ab35f810d569224fc4f9,no,40.69806379599021
5946acc1f810d5692251088b,no,45.84403039539776
5946a7b7f810d5692249448e,no,53.74
5946abf5f810d56922508dbf,si,100
5946ad05f810d56922519128,si,100
5946a5f3f810d5692244ac85,no,46.060475965597675
5946ab35f810d569224fc582,no,40.775626439989125
5946abb7f810d56922504b43,si,92.5
5946ab35f810d569224fc51c,no,40.6205011519913
5946a6c7f810d5692246f2a3,si,100
5946a8f2f810d569224ba72b,si,94.0
5946a5f2f810d569224499d3,no,45.84403039539776
5946ad02f810d56922516829,si,94.0
5946acfef810d56922513732,si,94.0
5946a6c4f810d5692246e88b,no,46.23363242175761
5946a8f4f810d569224bc63d,si,100
5946a5f3f810d5692244a61f,si,100
5946b009f810d5692255b8c5,si,93.33333333333333
5946a7a2f810d569224909df,no,40.93075172798695
5946aaf2f810d569224f949b,no,40.87257974498777
5946a5a7f810d5692243e3df,si,92.5
5946a950f810d569224ce21f,si,93.33333333333333
5946a8fff810d569224c5d44,si,100
5946aa1ef810d569224e7b32,si,93.33333333333333
5946aee7f810d56922547e71,no,46.060475965597675
5946abdff810d569225073e5,si,100
5946aeecf810d5692254be6a,si,94.0
5946a761f810d5692248c771,si,93.33333333333333
5946ad02f810d56922516e39,si,100
5946a8fdf810d569224c4145,si,94.54545454545455
5946acfef810d569225137db,si,92.5
5946ad00f810d5692251554c,si,92.5
5946a761f810d5692248c205,si,92.5
5946abdff810d569225074e5,si,93.33333333333333
5946ad1df810d56922523496,si,93.33333333333333
5946a761f810d5692248c286,no,46.060475965597675
5946a797f810d5692248ef97,si,92.5
5946ac9af810d5692250e080,no,46.23363242175761
5946a797f810d5692248eec3,si,100
5946a74af810d56922486ac1,no,40.87257974498777
5946a6a4f810d5692246740c,si,93.33333333333333
5946aee8f810d5692254856c,si,100
5946b04df810d5692255eb9e,si,100
5946ad08f810d5692251c121,si,100
5946ae27f810d569225385ac,si,100
5946a5f4f810d5692244b698,no,40.93075172798695
5946aeeaf810d56922549da2,no,46.375305885888466
5946aef2f810d569225513cb,si,100
5946ab79f810d569225010a4,no,40.69806379599021
5946acfef810d569225137ea,si,100
5946a762f810d5692248cda0,si,94.0
5946a8b6f810d569224b2806,si,100
5946aeecf810d5692254be2d,si,94.0
5946acfff810d569225148b9,si,100
5946aef1f810d5692255099b,si,100
5946a8fcf810d569224c312e,si,94.54545454545455
5946aef1f810d56922550805,si,100
5946ad07f810d5692251a71b,si,100
5946a6a1f810d569224648d7,no,46.060475965597675
5946b00af810d5692255ce85,si,100
5946afeef810d56922559725,si,92.5
5946abb6f810d5692250407d,si,100
5946a790f810d5692248e8cf,no,46.23363242175761
5946a8f1f810d569224b9b5f,si,100
5946aef2f810d569225513ca,si,100
5946b00af810d5692255c578,si,100
5946a5f3f810d5692244ad8d,no,46.060475965597675
5946a5f3f810d5692244a50e,si,100
5946aa7bf810d569224f2a21,si,100
5946a6d4f810d56922471fa9,si,100
5946a992f810d569224d9c78,no,40.83767655518825
5946afeff810d56922559895,si,100
5946ad06f810d56922519b3d,si,100
5946b009f810d5692255bf06,si,100
5946ac46f810d5692250b364,si,100
5946ad07f810d5692251a800,si,94.0
5946aee8f810d569225488f1,si,100
5946a8e4f810d569224b7df4,si,93.33333333333333
5946aef1f810d56922550877,si,100
5946afeff810d56922559aac,si,100
5946a588f810d5692243995f,no,40.523547846992656
5946a7a2f810d5692249055e,no,40.69806379599021
5946aef1f810d5692254ff30,si,100
5946a8b6f810d569224b2ab2,si,93.33333333333333
5946b1e7f810d569225694fb,si,93.33333333333333
5946a761f810d5692248c5ef,si,92.5
5946ad03f810d56922517730,si,100
5946a8faf810d569224c1325,si,100
5946aee9f810d5692254901e,si,100
5946a7a6f810d56922492d69,si,100
5946acfff810d56922513ec4,si,100
5946ad0af810d5692251dc40,si,100
5946a582f810d56922438184,no,40.69806379599021
5946aee8f810d56922548b9d,si,100
5946ad04f810d569225181ab,si,92.5
5946ad8ff810d5692252b735,si,100
5946ad0cf810d5692251f135,si,100
5946a8f1f810d569224b97ae,si,100
5946aee8f810d569225488fc,si,100
5946a7a2f810d5692249080b,no,40.69806379599021
5946a74af810d56922486a71,no,40.69806379599021
5946a7b8f810d56922494fd4,no,53.74
5946ab72f810d5692250062e,no,40.87257974498777
5946ac9af810d5692250dd94,si,93.33333333333333
5946a8f1f810d569224b9aa1,si,94.0
5946a8f6f810d569224bdaa9,si,93.33333333333333
5946ae29f810d56922539990,si,100
5946a74af810d56922486a61,no,40.87257974498777
5946a7a4f810d56922491790,no,40.69806379599021
5946ad05f810d56922518e09,si,94.54545454545455
5946ad96f810d5692252d06c,si,92.5
5946aee6f810d569225468b1,si,100
5946ad00f810d56922515525,si,100
5946acd5f810d56922512583,si,100
5946ae72f810d5692253df26,no,40.87257974498777
5946a8faf810d569224c1fef,si,95.0
5946aaf0f810d569224f934a,si,92.5
5946a576f810d569224362e8,si,100
5946ad97f810d5692252db3c,si,100
5946a7a2f810d569224906bf,no,40.775626439989125
5946a72cf810d5692247dffb,si,93.33333333333333
5946a7a2f810d56922490a1c,no,40.6205011519913
5946a8b6f810d569224b28ef,si,100
5946b009f810d5692255c000,si,100
5946b009f810d5692255b8f0,si,100
5946ad05f810d56922519562,si,100
5946aee8f810d5692254821a,si,100
5946a6c4f810d5692246e932,si,92.5
5946ad03f810d569225178c5,si,93.33333333333333
5946a7ebf810d5692249b50a,si,100
5946a7b8f810d56922495726,no,7.300475965597677
5946aee6f810d56922546e00,si,100
5946ad0af810d5692251da35,no,46.23363242175761
5946a8f2f810d569224ba732,si,100
5946a74af810d56922486d1f,no,40.69806379599021
5946a6d3f810d56922471f07,no,45.84403039539776
5946a8f5f810d569224bd5f3,si,100
5946a6bbf810d5692246d089,no,46.23363242175761
5946a5f4f810d5692244b87a,no,46.23363242175761
5946aeeaf810d5692254a7ef,si,94.0
5946a906f810d569224c7298,si,92.5
5946b101f810d56922563934,no,40.87257974498777
