clique_id, presenze massime_count, numero_nodi, intrusi ,Soglia 1,Soglia 2,Soglia 3,Soglia 4,fr1,fr2,fr3,fr4
5946a8fbf810d569224c2cf3,11,13,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946a8f4f810d569224bc73a,8,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8f5f810d569224bd8d7,9,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946ad96f810d5692252cefe,18,9,0,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946a7a3f810d56922490cfa,2,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946abdff810d569225078d1,13,8,0,8,8,7,7,1,1,"0,875","0,875"
5946ad05f810d56922519480,11,13,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946ad06f810d56922519e94,12,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8fcf810d569224c31d6,12,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946aee9f810d56922549687,11,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946b086f810d56922560881,1,9,0,9,8,7,6,1,"0,8888888889","0,7777777778","0,6666666667"
5946a5b4f810d5692244079a,3,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a791f810d5692248ebbe,16,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a5b3f810d56922440262,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946ad03f810d56922517964,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8fdf810d569224c3ff0,11,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946ab34f810d569224fbfa6,2,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946b008f810d5692255b5b8,12,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946aec6f810d56922543fc7,16,13,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946ad03f810d5692251771c,12,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946ab34f810d569224fbf21,1,9,0,9,7,7,5,1,"0,7777777778","0,7777777778","0,5555555556"
5946abdef810d56922507010,14,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8e4f810d569224b7d6a,7,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a7a3f810d56922491134,1,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946a587f810d56922438de7,1,8,0,8,7,4,4,1,"0,875","0,5","0,5"
5946b086f810d56922560800,2,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946aaabf810d569224f501d,4,8,0,7,7,6,4,"0,875","0,875","0,75","0,5"
5946b008f810d5692255b608,12,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946a8fcf810d569224c2f4c,15,13,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946aee8f810d569225489f1,10,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a5f4f810d5692244b422,15,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a797f810d5692248ef25,8,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a7a2f810d56922490a30,2,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946a8f5f810d569224bd618,11,10,0,10,10,9,9,1,1,"0,9","0,9"
5946adedf810d56922535422,14,11,0,11,10,8,8,1,"0,9090909091","0,7272727273","0,7272727273"
5946a7a4f810d569224917a8,3,8,1,6,5,3,3,"0,75","0,625","0,375","0,375"
5946ab35f810d569224fc31a,1,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946a5f4f810d5692244b387,11,9,0,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946b1e7f810d569225694cf,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aeeaf810d56922549e1a,13,12,0,12,10,10,10,1,"0,8333333333","0,8333333333","0,8333333333"
5946ab35f810d569224fc50d,1,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946ab35f810d569224fc58e,1,9,0,9,7,6,5,1,"0,7777777778","0,6666666667","0,5555555556"
5946a8f4f810d569224bc5e9,8,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ab35f810d569224fc57c,1,9,0,8,6,5,4,"0,8888888889","0,6666666667","0,5555555556","0,4444444444"
5946ac43f810d5692250b1a2,1,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946a5b3f810d56922440704,3,8,0,6,4,3,3,"0,75","0,5","0,375","0,375"
5946a8fdf810d569224c3d8d,10,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946abb8f810d56922505524,16,9,0,9,7,7,7,1,"0,7777777778","0,7777777778","0,7777777778"
5946acb8f810d5692250eea4,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aca4f810d5692250e4c7,17,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ad96f810d5692252ceff,19,9,0,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946a5f4f810d5692244b556,14,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8fff810d569224c6646,9,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a5b3f810d56922440231,1,8,0,6,3,3,3,"0,75","0,375","0,375","0,375"
5946a7a3f810d56922491577,1,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946b008f810d5692255b5ea,10,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946a7a3f810d5692249104f,1,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946aa00f810d569224e1c4a,4,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946ad0cf810d5692251ec34,7,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946afeff810d569225599b2,11,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946b00af810d5692255c5c2,12,12,0,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
5946a5f4f810d5692244b5b3,14,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946b46df810d569225757b7,8,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5b4f810d56922440797,1,8,0,7,5,5,4,"0,875","0,625","0,625","0,5"
5946a74af810d56922486e82,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a6a1f810d56922464fa4,17,9,0,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946aa81f810d569224f2b88,1,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946acb8f810d5692250ee93,9,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a567f810d56922433a3a,3,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946a569f810d56922434f26,3,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946a8faf810d569224c1887,13,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946ab35f810d569224fc940,1,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946a8fcf810d569224c3b4f,13,12,0,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
5946a607f810d5692244d2f8,13,8,1,7,7,7,7,"0,875","0,875","0,875","0,875"
5946a5f2f810d5692244a18b,6,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946abdff810d5692250740a,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ab35f810d569224fc26b,2,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946ab35f810d569224fc551,1,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946aeebf810d5692254b51c,12,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a74af810d5692248688e,2,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946a7a2f810d56922490600,1,9,0,8,6,6,5,"0,8888888889","0,6666666667","0,6666666667","0,5555555556"
5946ad07f810d5692251a6f0,10,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946aec9f810d5692254476f,13,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946ab35f810d569224fc319,1,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946a6cef810d56922470023,4,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946a5f3f810d5692244b0c9,14,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946b15ff810d5692256596b,1,8,0,8,6,5,5,1,"0,75","0,625","0,625"
5946a7a2f810d56922490601,1,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946aeeaf810d56922549cee,12,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a5f4f810d5692244ba81,16,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ad98f810d5692252e414,14,10,0,10,9,7,7,1,"0,9","0,7","0,7"
5946ab35f810d569224fc3dc,1,8,0,8,6,6,4,1,"0,75","0,75","0,5"
5946b46df810d569225757bc,14,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a5b4f810d569224409ce,2,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946acfff810d56922513e6e,9,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946ab35f810d569224fc53c,1,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946a5f3f810d5692244a760,18,10,1,9,9,9,9,"0,9","0,9","0,9","0,9"
5946a567f810d569224339f5,3,8,0,7,5,5,4,"0,875","0,625","0,625","0,5"
5946a8f9f810d569224c0b4e,16,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a790f810d5692248e917,12,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ad02f810d569225167b9,10,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a5f3f810d5692244abcd,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7a3f810d56922490cf8,1,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946ab34f810d569224fbee6,1,8,0,8,6,5,4,1,"0,75","0,625","0,5"
5946ad06f810d56922519c95,12,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a562f810d56922433679,3,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946ab34f810d569224fbf45,1,8,0,8,6,6,5,1,"0,75","0,75","0,625"
5946a5f3f810d5692244aa33,13,10,0,10,9,8,8,1,"0,9","0,8","0,8"
5946ab34f810d569224fbf90,3,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946a72cf810d5692247e1f4,10,8,0,8,7,7,6,1,"0,875","0,875","0,75"
5946a5f4f810d5692244b388,11,9,0,9,8,6,6,1,"0,8888888889","0,6666666667","0,6666666667"
5946a5f4f810d5692244ba7d,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f2f810d569224499cd,6,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8f5f810d569224bd5e3,13,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a6d3f810d56922471f2d,11,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946a8e4f810d569224b7e1f,8,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a7a3f810d5692249164f,1,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946aeebf810d5692254ace0,12,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946abb6f810d56922503b98,18,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946ab35f810d569224fc580,1,9,0,9,7,6,5,1,"0,7777777778","0,6666666667","0,5555555556"
5946a5b3f810d5692243ffb4,1,8,0,7,5,5,4,"0,875","0,625","0,625","0,5"
5946a7e9f810d5692249b1b3,2,8,0,7,5,5,4,"0,875","0,625","0,625","0,5"
5946ab35f810d569224fc6d3,3,8,0,7,6,5,4,"0,875","0,75","0,625","0,5"
5946a7a2f810d56922490578,1,9,0,8,6,6,5,"0,8888888889","0,6666666667","0,6666666667","0,5555555556"
5946a8faf810d569224c1a1e,11,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946a5f2f810d5692244a0af,15,10,0,10,9,8,8,1,"0,9","0,8","0,8"
5946ad0df810d56922520446,8,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8fdf810d569224c3d1b,13,12,0,12,10,9,9,1,"0,8333333333","0,75","0,75"
5946ad06f810d5692251a362,17,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a5f3f810d5692244aa6d,15,9,0,9,8,8,7,1,"0,8888888889","0,8888888889","0,7777777778"
5946a5f3f810d5692244a742,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7a2f810d5692249075b,2,9,0,8,6,6,5,"0,8888888889","0,6666666667","0,6666666667","0,5555555556"
5946a8f4f810d569224bc92e,11,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a5b4f810d569224409a4,1,8,1,6,3,3,3,"0,75","0,375","0,375","0,375"
5946acfef810d56922513981,9,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f4f810d5692244b5e6,11,10,0,10,9,8,8,1,"0,9","0,8","0,8"
5946ab72f810d5692250081f,4,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946a7a2f810d569224905bf,1,9,0,9,7,7,6,1,"0,7777777778","0,7777777778","0,6666666667"
5946aeeaf810d56922549fb4,10,13,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946a650f810d56922456931,2,8,0,8,5,5,5,1,"0,625","0,625","0,625"
5946ab34f810d569224fbfca,1,8,0,8,7,7,5,1,"0,875","0,875","0,625"
5946a7b7f810d569224944e3,12,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946ab35f810d569224fc555,3,8,0,7,7,6,5,"0,875","0,875","0,75","0,625"
5946a5b3f810d5692244029c,3,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946a7a2f810d569224909e2,1,9,0,8,6,6,5,"0,8888888889","0,6666666667","0,6666666667","0,5555555556"
5946a7b8f810d569224958ef,11,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946a7b8f810d569224958ee,17,10,1,9,9,9,9,"0,9","0,9","0,9","0,9"
5946a587f810d56922439210,1,8,0,8,7,4,4,1,"0,875","0,5","0,5"
5946ac43f810d5692250aeae,1,8,0,8,6,6,5,1,"0,75","0,75","0,625"
5946ad07f810d5692251a621,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f9f810d5692244c3a7,1,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946a7a3f810d5692249156b,1,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946a7a3f810d5692249130d,1,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946b15ff810d569225657bb,1,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946a636f810d56922451ac1,2,8,0,7,5,3,3,"0,875","0,625","0,375","0,375"
5946afe3f810d569225591d4,3,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946a589f810d5692243a6db,2,8,0,8,6,6,4,1,"0,75","0,75","0,5"
5946a791f810d5692248ea8b,7,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946ad96f810d5692252cb25,15,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946adbbf810d56922532826,7,8,0,6,6,5,4,"0,75","0,75","0,625","0,5"
5946ab72f810d56922500668,4,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946a5f4f810d5692244b9d9,14,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ae29f810d569225394e9,18,9,0,9,9,7,7,1,1,"0,7777777778","0,7777777778"
5946a7a3f810d56922490bfd,1,8,0,8,5,5,5,1,"0,625","0,625","0,625"
5946aeeaf810d56922549edb,11,14,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5946a8f6f810d569224bdc09,10,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946abdff810d569225074a5,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7b8f810d56922495aab,10,9,1,8,7,7,7,"0,8888888889","0,7777777778","0,7777777778","0,7777777778"
5946a7a2f810d56922490657,2,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946a8f1f810d569224b958e,16,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946ad96f810d5692252cf8a,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8faf810d569224c1870,13,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946a7a2f810d56922490711,1,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946a5f4f810d5692244b83c,14,10,0,10,9,8,8,1,"0,9","0,8","0,8"
5946a797f810d5692248ef85,12,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ab35f810d569224fc55a,1,9,0,9,7,6,5,1,"0,7777777778","0,6666666667","0,5555555556"
5946a8e4f810d569224b7dce,7,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f4f810d5692244ba6e,13,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a797f810d5692248ef8b,11,11,0,11,10,10,9,1,"0,9090909091","0,9090909091","0,8181818182"
5946a8fbf810d569224c2e0c,18,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946acc1f810d56922510027,13,10,0,10,10,8,8,1,1,"0,8","0,8"
5946a8a3f810d569224ac465,2,8,0,7,6,5,4,"0,875","0,75","0,625","0,5"
5946ac43f810d5692250aced,2,8,0,7,6,5,4,"0,875","0,75","0,625","0,5"
5946ad0cf810d5692251eb79,9,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a704f810d56922476466,3,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946a7a2f810d569224909e3,1,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946ae28f810d56922538aae,11,11,0,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946a8f8f810d569224bfd16,13,11,0,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946a72cf810d5692247e271,18,10,0,10,10,10,9,1,1,1,"0,9"
5946a7a2f810d569224907b8,1,9,0,9,7,7,5,1,"0,7777777778","0,7777777778","0,5555555556"
5946abdef810d56922506d80,17,9,0,9,9,9,8,1,1,1,"0,8888888889"
5946a7a2f810d569224905a2,1,9,0,8,6,6,5,"0,8888888889","0,6666666667","0,6666666667","0,5555555556"
5946acb8f810d5692250ee99,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ac43f810d5692250b1d5,1,8,0,8,6,4,4,1,"0,75","0,5","0,5"
5946a5b4f810d56922440946,3,8,0,7,5,5,4,"0,875","0,625","0,625","0,5"
5946a8fcf810d569224c3b24,13,11,0,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946ab34f810d569224fbf52,1,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946aeeaf810d56922549f44,10,12,0,12,10,10,10,1,"0,8333333333","0,8333333333","0,8333333333"
5946b15ff810d56922565870,2,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946a5f3f810d5692244aa68,10,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946acfef810d569225139b8,11,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946abdff810d5692250742f,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5b3f810d56922440662,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a5c5f810d5692244238d,2,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946ab35f810d569224fc330,1,8,0,8,7,5,5,1,"0,875","0,625","0,625"
5946a7b7f810d56922494406,20,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946ad06f810d56922519edd,14,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8f4f810d569224bc798,14,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ab35f810d569224fc22c,2,8,0,7,6,5,4,"0,875","0,75","0,625","0,5"
5946a775f810d5692248db87,8,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a7b7f810d56922494486,12,8,1,7,7,7,7,"0,875","0,875","0,875","0,875"
5946ab06f810d569224fa72f,15,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8fbf810d569224c23e2,13,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ab34f810d569224fbf77,1,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946a5f4f810d5692244b41f,14,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a5b4f810d56922440951,1,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946aeb0f810d5692253faf0,1,9,0,9,8,6,6,1,"0,8888888889","0,6666666667","0,6666666667"
5946a791f810d5692248ea7e,7,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a7a2f810d5692249075c,2,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946a5f3f810d5692244b033,11,10,0,10,9,8,8,1,"0,9","0,8","0,8"
5946a5f4f810d5692244b9da,19,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a7a2f810d569224900f6,1,9,0,8,6,6,5,"0,8888888889","0,6666666667","0,6666666667","0,5555555556"
5946b15ff810d569225659e8,2,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946b15ff810d5692256599a,2,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946a8e4f810d569224b7d76,8,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946ab35f810d569224fc564,2,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946a8f6f810d569224bdce3,11,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a6cef810d56922470432,2,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946a7a4f810d569224919ee,2,8,0,7,6,4,4,"0,875","0,75","0,5","0,5"
5946ae56f810d5692253b709,16,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946ad98f810d5692252df35,14,13,0,13,12,12,11,1,"0,9230769231","0,9230769231","0,8461538462"
5946ad00f810d56922514be9,19,9,0,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a7a4f810d5692249179a,1,8,0,7,6,4,4,"0,875","0,75","0,5","0,5"
5946acb8f810d5692250eecb,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aca4f810d5692250e4bd,20,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946abdff810d56922507364,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a92cf810d569224caf0a,10,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f4f810d5692244b419,15,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ad0cf810d5692251eb78,10,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ab35f810d569224fc2a0,1,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946ad06f810d56922519c9b,13,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946b15ff810d569225657e9,1,8,0,8,6,5,5,1,"0,75","0,625","0,625"
5946af36f810d569225531a8,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a74af810d5692248681c,2,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946ad98f810d5692252eb79,18,10,0,10,8,8,8,1,"0,8","0,8","0,8"
5946a6cef810d56922470421,2,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946a8fbf810d569224c2be7,8,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946a8f7f810d569224beddb,21,8,0,8,8,6,6,1,1,"0,75","0,75"
5946a5f4f810d5692244b396,12,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a5b4f810d569224407d7,1,8,0,6,4,4,4,"0,75","0,5","0,5","0,5"
5946ac9af810d5692250df68,9,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a6a1f810d56922464820,12,9,0,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a7a2f810d569224906a3,1,9,0,8,6,6,5,"0,8888888889","0,6666666667","0,6666666667","0,5555555556"
5946ab35f810d569224fc5e3,1,8,0,8,6,5,4,1,"0,75","0,625","0,5"
5946a5b3f810d569224402b6,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a587f810d56922438944,1,8,0,8,6,4,3,1,"0,75","0,5","0,375"
5946a74af810d5692248689b,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a8f6f810d569224bdce1,10,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8fbf810d569224c2d34,11,14,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5946a74af810d56922486afc,1,8,0,8,4,4,4,1,"0,5","0,5","0,5"
5946a7a3f810d56922491682,1,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946a92cf810d569224caf09,14,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7a2f810d5692249093b,1,8,0,7,6,6,4,"0,875","0,75","0,75","0,5"
5946a74af810d5692248683a,1,8,0,8,4,4,4,1,"0,5","0,5","0,5"
5946a74af810d56922486901,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946ad4ff810d56922528686,12,8,0,8,8,7,7,1,1,"0,875","0,875"
5946ad03f810d5692251795c,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aa4ef810d569224efa6f,1,8,0,8,6,5,4,1,"0,75","0,625","0,5"
5946a6cef810d56922470024,4,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946a5f4f810d5692244b7a9,11,9,0,9,8,6,6,1,"0,8888888889","0,6666666667","0,6666666667"
5946a7b8f810d569224950cd,15,9,1,8,7,7,7,"0,8888888889","0,7777777778","0,7777777778","0,7777777778"
5946abb7f810d569225044fe,16,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a5b3f810d569224405b6,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a5b3f810d569224400d7,1,8,0,7,5,5,4,"0,875","0,625","0,625","0,5"
5946a8fdf810d569224c3d64,16,12,0,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
5946a5b3f810d56922440230,6,8,0,6,4,3,3,"0,75","0,5","0,375","0,375"
5946a74af810d5692248682c,2,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946a7a2f810d569224906cd,1,8,0,8,6,6,5,1,"0,75","0,75","0,625"
5946a8fbf810d569224c2015,13,12,0,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
