clique_id, presenze massime_count, numero_nodi, intrusi ,Soglia 1,Soglia 2,Soglia 3,Soglia 4,fr1,fr2,fr3,fr4
5946a7b8f810d56922495646,15,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946abb7f810d569225045f6,20,8,0,8,8,7,7,1,1,"0,875","0,875"
5946a5f3f810d5692244a519,16,10,0,10,9,8,8,1,"0,9","0,8","0,8"
5946a7a2f810d56922490a32,1,9,0,9,7,7,6,1,"0,7777777778","0,7777777778","0,6666666667"
5946acfff810d56922513ea3,18,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a8faf810d569224c1cbf,14,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8faf810d569224c1f1a,15,13,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946a7b7f810d56922494357,13,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946abdef810d56922507036,21,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ab72f810d569225004e5,3,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946aa00f810d569224e1c38,2,8,0,7,7,5,4,"0,875","0,875","0,625","0,5"
5946b00af810d5692255cfbb,11,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946acb8f810d5692250efc7,9,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7b5f810d5692249412d,1,9,0,9,6,6,4,1,"0,6666666667","0,6666666667","0,4444444444"
5946a5f3f810d5692244a747,12,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a797f810d5692248eee2,11,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946a5b3f810d5692243ffa9,3,8,1,6,5,5,5,"0,75","0,625","0,625","0,625"
5946ae29f810d569225393f1,17,9,0,9,8,7,6,1,"0,8888888889","0,7777777778","0,6666666667"
5946a7b8f810d569224958f1,14,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946ad0cf810d5692251ef59,11,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a5b3f810d569224400c6,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a5f4f810d5692244b6db,12,9,0,9,7,6,6,1,"0,7777777778","0,6666666667","0,6666666667"
5946aeebf810d5692254b573,14,10,0,10,8,8,8,1,"0,8","0,8","0,8"
5946ab72f810d5692250073a,4,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946a8f4f810d569224bc9a1,19,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946adbbf810d56922532812,2,8,0,7,6,5,4,"0,875","0,75","0,625","0,5"
5946ad07f810d5692251a5ef,11,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a790f810d5692248e95d,22,8,1,7,7,7,7,"0,875","0,875","0,875","0,875"
5946abb8f810d56922505554,15,9,0,9,7,7,7,1,"0,7777777778","0,7777777778","0,7777777778"
5946a5b3f810d56922440104,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a8fcf810d569224c31da,14,11,0,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946ad0cf810d5692251f177,17,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946aef2f810d56922550ec0,11,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7a4f810d569224917bc,2,8,1,6,5,3,3,"0,75","0,625","0,375","0,375"
5946a8f3f810d569224bb763,6,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ac43f810d5692250acee,2,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946a5f3f810d5692244ad93,15,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946aeeaf810d56922549ed3,11,14,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5946a8fbf810d569224c20e3,15,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a7a3f810d56922491554,2,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946a5b3f810d569224402aa,2,8,1,6,4,4,4,"0,75","0,5","0,5","0,5"
5946ab35f810d569224fc530,2,9,0,8,6,5,4,"0,8888888889","0,6666666667","0,5555555556","0,4444444444"
5946a8fbf810d569224c2d23,11,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a7a2f810d5692249093a,1,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946a8f4f810d569224bbc67,14,11,0,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946b086f810d5692256084b,1,8,0,8,7,5,5,1,"0,875","0,625","0,625"
5946a6a4f810d56922467156,16,9,0,9,9,8,8,1,1,"0,8888888889","0,8888888889"
5946abdff810d56922507849,11,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946abdef810d56922507030,19,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8f4f810d569224bc647,8,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a8fff810d569224c5bcb,13,10,0,10,9,8,8,1,"0,9","0,8","0,8"
5946a5f2f810d56922449e2c,18,8,0,8,8,7,7,1,1,"0,875","0,875"
5946ac43f810d5692250aec6,2,8,0,7,5,4,3,"0,875","0,625","0,5","0,375"
5946a8f5f810d569224bd7b4,8,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a675f810d56922460ce4,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5c5f810d569224423c3,2,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946a7a2f810d569224900dc,1,9,0,9,7,6,5,1,"0,7777777778","0,6666666667","0,5555555556"
5946ab35f810d569224fc5b8,1,8,0,8,6,5,5,1,"0,75","0,625","0,625"
5946b009f810d5692255bda0,10,13,0,13,12,12,11,1,"0,9230769231","0,9230769231","0,8461538462"
5946a5b3f810d56922440227,1,8,0,6,4,4,3,"0,75","0,5","0,5","0,375"
5946a5f3f810d5692244acf1,16,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946a8f4f810d569224bc9a4,13,11,0,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946a7b7f810d56922494475,10,10,1,9,9,9,9,"0,9","0,9","0,9","0,9"
5946a7a2f810d56922490802,1,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946a7a3f810d56922491317,1,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946ad98f810d5692252e2c1,16,12,0,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
5946a6cef810d56922470025,1,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946a8fbf810d569224c2c80,12,11,0,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946a8f4f810d569224bc9b4,13,11,0,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946a5f4f810d5692244b6a5,16,9,0,9,8,6,6,1,"0,8888888889","0,6666666667","0,6666666667"
5946a589f810d5692243aa1c,2,8,0,8,6,4,3,1,"0,75","0,5","0,375"
5946a8fbf810d569224c20b7,12,12,0,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
5946aa05f810d569224e4a56,2,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946a5b3f810d56922440226,5,8,0,6,4,4,3,"0,75","0,5","0,5","0,375"
5946a6cdf810d5692246fca2,3,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946ad9bf810d56922530661,19,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946aa6af810d569224f20f8,1,8,0,8,7,6,4,1,"0,875","0,75","0,5"
5946aef2f810d56922550b0a,9,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a67bf810d56922461368,3,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946a906f810d569224c774c,16,9,0,9,8,6,6,1,"0,8888888889","0,6666666667","0,6666666667"
5946a71af810d5692247ab00,2,8,0,7,6,5,4,"0,875","0,75","0,625","0,5"
5946acfff810d56922513d6c,7,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a5f4f810d5692244b5e7,15,10,0,10,9,8,8,1,"0,9","0,8","0,8"
5946a5b3f810d569224400b5,1,8,0,7,4,3,3,"0,875","0,5","0,375","0,375"
5946ab2ff810d569224fbd42,1,8,0,8,5,5,4,1,"0,625","0,625","0,5"
5946ad0df810d5692251fae5,12,8,0,8,8,7,7,1,1,"0,875","0,875"
5946a5f4f810d5692244b455,18,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946a74af810d56922486bdb,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946acc4f810d56922510d5b,12,11,1,10,10,10,10,"0,9090909091","0,9090909091","0,9090909091","0,9090909091"
5946ab34f810d569224fbf9a,1,9,0,9,7,7,4,1,"0,7777777778","0,7777777778","0,4444444444"
5946ae29f810d5692253945d,15,9,0,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946abb8f810d569225054d5,18,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a818f810d569224a10ed,2,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946aeebf810d5692254acac,12,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946abb7f810d56922504336,16,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946ab34f810d569224fbf26,2,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946aeebf810d5692254b367,8,11,0,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946b00af810d5692255c896,14,9,0,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a6cef810d5692247047f,2,8,0,8,6,5,5,1,"0,75","0,625","0,625"
5946b1e7f810d569225693f6,8,10,0,10,8,8,8,1,"0,8","0,8","0,8"
5946a7a3f810d56922491176,1,8,0,8,5,5,5,1,"0,625","0,625","0,625"
5946adbbf810d5692253280f,3,8,0,7,6,5,4,"0,875","0,75","0,625","0,5"
5946ad0af810d5692251d8bf,14,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946a8faf810d569224c18c4,13,11,0,11,10,10,9,1,"0,9090909091","0,9090909091","0,8181818182"
5946a7a3f810d56922490d44,2,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946a582f810d5692243802d,2,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946a7a3f810d56922490c3e,3,8,0,7,5,5,4,"0,875","0,625","0,625","0,5"
5946a7a2f810d56922490484,6,8,0,6,5,4,4,"0,75","0,625","0,5","0,5"
5946a8fff810d569224c6389,9,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946abdff810d56922507840,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8f4f810d569224bbc65,13,11,0,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946a8fcf810d569224c3437,11,11,0,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946a650f810d56922456c89,4,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a6cdf810d5692246fca1,2,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946a8f1f810d569224b975a,15,13,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946acfff810d56922514858,7,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a5b3f810d56922440701,2,8,0,6,4,4,3,"0,75","0,5","0,5","0,375"
5946aee9f810d569225495cd,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a74af810d56922486892,1,8,0,8,4,4,4,1,"0,5","0,5","0,5"
5946a8f2f810d569224ba5db,14,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8f3f810d569224bb4d7,14,10,0,10,10,9,9,1,1,"0,9","0,9"
5946acc1f810d5692251006b,13,10,0,10,10,9,9,1,1,"0,9","0,9"
5946a5b3f810d56922440405,2,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946aef1f810d5692255092b,9,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ab34f810d569224fbf20,1,8,0,8,6,6,4,1,"0,75","0,75","0,5"
5946ab35f810d569224fc525,1,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946a7b7f810d56922494489,13,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946ac43f810d5692250b23f,1,8,0,7,6,5,4,"0,875","0,75","0,625","0,5"
5946a8f3f810d569224bb26e,12,10,0,10,10,9,9,1,1,"0,9","0,9"
5946abb8f810d5692250544f,12,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a5f3f810d5692244a4fa,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a589f810d5692243aa3a,2,8,0,8,6,4,3,1,"0,75","0,5","0,375"
5946ad97f810d5692252deb1,9,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946aeebf810d5692254abe5,8,11,0,11,9,9,9,1,"0,8181818182","0,8181818182","0,8181818182"
5946a582f810d56922438020,4,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946a5f2f810d5692244a0a1,14,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a8fbf810d569224c2014,14,12,0,12,11,10,10,1,"0,9166666667","0,8333333333","0,8333333333"
5946aee8f810d56922548389,9,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946aa04f810d569224e46b5,1,8,0,8,6,6,5,1,"0,75","0,75","0,625"
5946a5f9f810d5692244c3ce,3,8,0,7,7,6,5,"0,875","0,875","0,75","0,625"
5946a5b4f810d5692244099a,1,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946b00af810d5692255c876,16,9,0,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946aabef810d569224f6398,1,8,0,8,6,6,4,1,"0,75","0,75","0,5"
5946acfef810d56922513974,10,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7a4f810d569224919de,2,8,0,7,6,4,4,"0,875","0,75","0,5","0,5"
5946a5f3f810d5692244af80,12,9,0,9,8,7,7,1,"0,8888888889","0,7777777778","0,7777777778"
5946a7a3f810d56922491699,2,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946a797f810d5692248ef9b,13,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a8f8f810d569224c00c7,15,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a7a3f810d56922490bf2,1,8,0,8,5,5,4,1,"0,625","0,625","0,5"
5946a64df810d56922454d7e,1,8,0,8,5,5,5,1,"0,625","0,625","0,625"
5946ab72f810d569225007d4,4,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946a6cef810d569224704e9,2,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946ab6ef810d5692250038c,3,8,0,8,6,5,5,1,"0,75","0,625","0,625"
5946ad0cf810d5692251f129,15,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ab35f810d569224fc25c,1,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946ad0df810d569225204d3,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aa03f810d569224e4065,4,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946abdff810d5692250742e,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7a3f810d56922490d1c,1,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946aa03f810d569224e4032,7,8,0,6,6,4,4,"0,75","0,75","0,5","0,5"
5946a6cef810d5692246ffdf,2,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946a5f3f810d5692244b01e,11,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a74bf810d56922486f5d,1,8,0,8,5,5,5,1,"0,625","0,625","0,625"
5946a7a2f810d56922490aac,1,9,0,9,7,7,5,1,"0,7777777778","0,7777777778","0,5555555556"
5946afeff810d56922559a37,15,11,0,11,11,11,10,1,1,1,"0,9090909091"
5946a7b7f810d56922494625,13,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946a8fcf810d569224c3328,11,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946ad98f810d5692252e40e,14,10,0,10,8,7,7,1,"0,8","0,7","0,7"
5946ad96f810d5692252cf67,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aee6f810d56922546c7e,12,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a7b8f810d56922495aaf,12,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946aeb5f810d5692253fe11,1,8,0,8,7,5,5,1,"0,875","0,625","0,625"
5946a8f2f810d569224ba50e,11,11,0,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946ad0ef810d569225205c1,10,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a74af810d56922486a98,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a7a3f810d56922490d28,1,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946ad07f810d5692251a7f5,10,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a5f4f810d5692244b79c,12,10,0,10,9,7,7,1,"0,9","0,7","0,7"
5946ad0ef810d5692252074c,7,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946ad06f810d56922519eb5,11,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a8fff810d569224c662c,8,8,0,8,7,6,6,1,"0,875","0,75","0,75"
5946aaabf810d569224f500d,4,8,1,6,6,5,3,"0,75","0,75","0,625","0,375"
5946a5f3f810d5692244abd1,17,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a8f0f810d569224b8bbb,12,8,0,8,8,7,7,1,1,"0,875","0,875"
5946ade1f810d56922535190,12,10,0,10,8,7,7,1,"0,8","0,7","0,7"
5946a7a3f810d56922490d3b,1,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946ac43f810d5692250b1cd,1,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946a5f3f810d5692244aac1,18,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a818f810d569224a10e9,2,8,0,7,5,5,3,"0,875","0,625","0,625","0,375"
5946acb8f810d5692250eead,10,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f3f810d5692244a3ed,8,9,0,9,8,6,6,1,"0,8888888889","0,6666666667","0,6666666667"
5946a6cef810d56922470473,2,8,0,8,6,5,5,1,"0,75","0,625","0,625"
5946a7b7f810d569224944b0,14,8,1,7,7,7,7,"0,875","0,875","0,875","0,875"
5946a7a4f810d569224919ea,2,8,0,7,6,4,4,"0,875","0,75","0,5","0,5"
5946ad05f810d569225191df,9,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a8e4f810d569224b7d49,7,12,0,12,10,10,10,1,"0,8333333333","0,8333333333","0,8333333333"
5946a7a2f810d569224908f2,1,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946ab72f810d5692250045e,1,8,0,8,5,5,5,1,"0,625","0,625","0,625"
5946a7a2f810d5692249054b,2,9,0,8,6,6,5,"0,8888888889","0,6666666667","0,6666666667","0,5555555556"
5946acc1f810d569225105ef,12,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946ad06f810d56922519e47,12,12,0,12,11,11,11,1,"0,9166666667","0,9166666667","0,9166666667"
5946a7a2f810d56922490027,1,8,0,7,6,4,4,"0,875","0,75","0,5","0,5"
5946aed9f810d56922545ca1,5,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946ab34f810d569224fbf80,1,9,0,9,7,7,5,1,"0,7777777778","0,7777777778","0,5555555556"
5946a74bf810d56922486efd,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946ad0df810d569225203a8,16,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f4f810d5692244b26b,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a6cef810d56922470088,4,8,0,7,7,6,6,"0,875","0,875","0,75","0,75"
5946a7a2f810d569224908c9,1,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946ad98f810d5692252e25d,12,12,0,12,10,10,10,1,"0,8333333333","0,8333333333","0,8333333333"
5946ab34f810d569224fbf2c,1,9,0,9,7,6,5,1,"0,7777777778","0,6666666667","0,5555555556"
5946a7a3f810d569224915a3,1,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946a7a2f810d569224905a0,1,9,0,8,6,6,4,"0,8888888889","0,6666666667","0,6666666667","0,4444444444"
5946a8fbf810d569224c2c35,14,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946aeebf810d5692254b680,14,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946ab35f810d569224fc41c,1,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946a7a4f810d569224917ed,2,8,0,7,6,4,4,"0,875","0,75","0,5","0,5"
5946a5b3f810d569224400d4,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946aec9f810d56922544785,8,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a8fbf810d569224c24c4,15,14,0,14,13,13,13,1,"0,9285714286","0,9285714286","0,9285714286"
5946a587f810d56922438f2a,1,8,0,8,7,3,3,1,"0,875","0,375","0,375"
5946aeedf810d5692254ccb8,15,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a650f810d56922456a7b,4,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946a5b3f810d569224402a6,1,8,1,6,3,3,3,"0,75","0,375","0,375","0,375"
5946a7a2f810d5692249076d,1,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946a8fcf810d569224c3b4d,13,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946a7e9f810d5692249b1d8,2,8,0,7,6,5,4,"0,875","0,75","0,625","0,5"
5946a7a2f810d5692249069a,1,8,0,8,7,6,4,1,"0,875","0,75","0,5"
5946a74af810d569224868a6,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a7a3f810d56922491566,1,8,0,8,5,5,5,1,"0,625","0,625","0,625"
5946a5b3f810d569224404ae,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946aa03f810d569224e407f,4,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946a7a2f810d56922490a49,1,8,0,8,5,5,4,1,"0,625","0,625","0,5"
5946a7a2f810d5692249059c,1,8,0,8,6,6,5,1,"0,75","0,75","0,625"
5946aa78f810d569224f26b0,16,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946a8fff810d569224c65fc,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a7b7f810d56922494b7a,15,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946ad0af810d5692251d3ef,15,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a5f3f810d5692244a3e0,8,8,0,8,7,7,7,1,"0,875","0,875","0,875"
5946ab72f810d56922500884,3,8,0,8,6,5,5,1,"0,75","0,625","0,625"
5946a8f5f810d569224bd736,11,10,0,10,10,9,9,1,1,"0,9","0,9"
5946ab72f810d56922500739,4,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946ab35f810d569224fc1f3,1,8,0,7,6,5,5,"0,875","0,75","0,625","0,625"
5946a5b4f810d569224409a2,1,8,1,6,4,4,3,"0,75","0,5","0,5","0,375"
5946a74af810d56922486bbe,2,8,0,7,5,4,4,"0,875","0,625","0,5","0,5"
5946a8fbf810d569224c2bcc,8,11,0,11,10,9,9,1,"0,9090909091","0,8181818182","0,8181818182"
5946a5b4f810d569224407d6,6,8,0,6,4,3,3,"0,75","0,5","0,375","0,375"
5946a8f2f810d569224ba4f8,11,11,0,11,11,10,10,1,1,"0,9090909091","0,9090909091"
5946b15ff810d56922565808,2,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946ab35f810d569224fc534,2,9,0,8,7,6,5,"0,8888888889","0,7777777778","0,6666666667","0,5555555556"
5946a7a2f810d569224906cc,1,9,0,9,7,6,4,1,"0,7777777778","0,6666666667","0,4444444444"
5946a7a2f810d569224908df,1,8,0,8,7,7,5,1,"0,875","0,875","0,625"
5946a5f4f810d5692244b9db,17,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a7a2f810d569224908b4,1,8,0,7,6,6,4,"0,875","0,75","0,75","0,5"
5946ab35f810d569224fc295,1,8,0,8,6,5,4,1,"0,75","0,625","0,5"
5946ab72f810d5692250051b,2,8,0,8,5,5,5,1,"0,625","0,625","0,625"
5946a791f810d5692248ea84,7,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946a5f4f810d5692244b9d8,15,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946a8f1f810d569224b973c,15,13,0,13,12,12,12,1,"0,9230769231","0,9230769231","0,9230769231"
5946a7a3f810d569224915c8,1,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946aed9f810d56922545ca0,5,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
5946a7a2f810d5692249056d,2,8,0,7,5,5,4,"0,875","0,625","0,625","0,5"
5946aa05f810d569224e4deb,1,8,0,7,6,6,5,"0,875","0,75","0,75","0,625"
5946a7b7f810d56922494471,22,8,1,7,7,7,7,"0,875","0,875","0,875","0,875"
5946a57cf810d56922437043,4,8,0,8,6,6,5,1,"0,75","0,75","0,625"
5946a6e6f810d56922473f7b,6,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a5f3f810d5692244a3e8,8,9,0,9,7,7,7,1,"0,7777777778","0,7777777778","0,7777777778"
5946aeeaf810d56922549e28,10,12,0,12,10,9,9,1,"0,8333333333","0,75","0,75"
5946a5b4f810d5692244079b,1,8,0,7,4,4,4,"0,875","0,5","0,5","0,5"
5946a8f5f810d569224bd5f0,9,10,0,10,9,9,9,1,"0,9","0,9","0,9"
5946abdff810d569225074a6,13,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946abdef810d56922506e71,19,8,0,8,8,7,7,1,1,"0,875","0,875"
5946ad06f810d56922519fab,17,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a7a2f810d56922490181,1,9,0,9,7,7,4,1,"0,7777777778","0,7777777778","0,4444444444"
5946ab06f810d569224fa682,12,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946a791f810d5692248ea8c,7,8,0,8,6,6,6,1,"0,75","0,75","0,75"
5946a8f4f810d569224bc922,11,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946acc0f810d5692250f52f,16,9,0,9,8,8,8,1,"0,8888888889","0,8888888889","0,8888888889"
5946aeebf810d5692254ac88,10,11,0,11,10,10,10,1,"0,9090909091","0,9090909091","0,9090909091"
5946a791f810d5692248eb55,13,9,1,8,8,8,8,"0,8888888889","0,8888888889","0,8888888889","0,8888888889"
5946a7a3f810d56922490ce6,1,8,0,7,5,5,5,"0,875","0,625","0,625","0,625"
5946ab31f810d569224fbdab,3,8,0,7,6,6,6,"0,875","0,75","0,75","0,75"
