clique_id,numero_nodi,amicizie_mancanti,simmetrie_mancanti
5946a5a7f810d5692243e321,9,0.0,1
5946a5a7f810d5692243e326,12,0.0,3
5946a5a7f810d5692243e327,12,0.0,3
5946a5a7f810d5692243e328,11,0.0,6
5946a5a7f810d5692243e329,12,0.0,2
5946a5a7f810d5692243e32a,9,0.0,4
5946a5a7f810d5692243e32b,9,0.0,4
5946a5a7f810d5692243e337,8,0.0,7
5946a5a7f810d5692243e338,8,0.0,5
5946a5a7f810d5692243e33a,8,0.0,1
5946a5a7f810d5692243e33d,9,0.0,3
5946a5a7f810d5692243e343,12,0.0,11
5946a5a7f810d5692243e344,10,0.0,11
5946a5a7f810d5692243e345,11,0.0,10
5946a5a7f810d5692243e346,9,0.0,9
5946a5a7f810d5692243e34b,8,0.0,1
5946a5a7f810d5692243e356,9,0.0,3
5946a5a7f810d5692243e357,8,0.0,1
5946a5a7f810d5692243e35b,9,0.0,1
5946a5a7f810d5692243e35c,8,0.0,8
5946a5a7f810d5692243e35d,8,0.0,7
5946a5a7f810d5692243e361,10,0.0,6
5946a5a7f810d5692243e362,12,0.0,8
5946a5a7f810d5692243e363,12,0.0,8
5946a5a7f810d5692243e364,11,0.0,9
5946a5a7f810d5692243e365,11,0.0,10
5946a5a7f810d5692243e366,11,0.0,8
5946a5a7f810d5692243e367,12,0.0,7
5946a5a7f810d5692243e368,9,0.0,6
5946a5a7f810d5692243e369,9,0.0,6
5946a5a7f810d5692243e36a,9,0.0,6
5946a5a7f810d5692243e36b,9,0.0,6
5946a5a7f810d5692243e371,11,0.0,0
5946a5a7f810d5692243e372,10,0.0,1
5946a5a7f810d5692243e376,8,0.0,3
5946a5a7f810d5692243e378,8,0.0,5
5946a5a7f810d5692243e37b,12,0.0,2
5946a5a7f810d5692243e37c,12,0.0,2
5946a5a7f810d5692243e37d,11,0.0,4
5946a5a7f810d5692243e37e,12,0.0,1
5946a5a7f810d5692243e380,12,0.0,3
5946a5a7f810d5692243e381,12,0.0,3
5946a5a7f810d5692243e382,11,0.0,5
5946a5a7f810d5692243e383,11,0.0,7
5946a5a7f810d5692243e384,11,0.0,6
5946a5a7f810d5692243e385,12,0.0,3
5946a5a7f810d5692243e388,12,0.0,3
5946a5a7f810d5692243e389,12,0.0,2
5946a5a7f810d5692243e38a,8,0.0,7
5946a5a7f810d5692243e38b,8,0.0,9
5946a5a7f810d5692243e38c,9,0.0,9
5946a5a7f810d5692243e38d,8,0.0,1
5946a5a7f810d5692243e390,9,0.0,8
5946a5a7f810d5692243e392,9,0.0,9
5946a5a7f810d5692243e396,9,0.0,1
5946a5a7f810d5692243e397,8,0.0,0
5946a5a7f810d5692243e398,8,0.0,1
5946a5a7f810d5692243e39b,8,0.0,5
5946a5a7f810d5692243e39d,12,0.0,3
5946a5a7f810d5692243e39e,12,0.0,2
5946a5a7f810d5692243e39f,11,0.0,5
5946a5a7f810d5692243e3a0,12,0.0,2
5946a5a7f810d5692243e3a1,10,0.0,8
5946a5a7f810d5692243e3a2,9,0.0,9
5946a5a7f810d5692243e3a3,9,0.0,8
5946a5a7f810d5692243e3a4,10,0.0,10
5946a5a7f810d5692243e3a7,9,0.0,2
5946a5a7f810d5692243e3a8,11,0.0,1
5946a5a7f810d5692243e3a9,8,0.0,1
5946a5a7f810d5692243e3aa,9,0.0,1
5946a5a7f810d5692243e3ae,12,0.0,2
5946a5a7f810d5692243e3af,12,0.0,2
5946a5a7f810d5692243e3b0,11,0.0,4
5946a5a7f810d5692243e3b1,12,0.0,2
5946a5a7f810d5692243e3b2,8,0.0,0
5946a5a7f810d5692243e3b4,11,0.0,2
5946a5a7f810d5692243e3b5,11,0.0,2
5946a5a7f810d5692243e3b6,11,0.0,1
5946a5a7f810d5692243e3b7,10,0.0,10
5946a5a7f810d5692243e3b8,10,0.0,10
5946a5a7f810d5692243e3b9,9,0.0,8
5946a5a7f810d5692243e3ba,9,0.0,8
5946a5a7f810d5692243e3bd,11,0.0,3
5946a5a7f810d5692243e3be,11,0.0,3
5946a5a7f810d5692243e3bf,8,0.0,7
5946a5a7f810d5692243e3c0,8,0.0,3
5946a5a7f810d5692243e3c1,9,0.0,1
5946a5a7f810d5692243e3c2,9,0.0,5
5946a5a7f810d5692243e3c3,10,0.0,2
5946a5a7f810d5692243e3c4,9,0.0,7
5946a5a7f810d5692243e3c5,9,0.0,7
5946a5a7f810d5692243e3c6,9,0.0,9
5946a5a7f810d5692243e3cb,9,0.0,1
5946a5a7f810d5692243e3cc,9,0.0,6
5946a5a7f810d5692243e3cd,10,0.0,4
5946a5a7f810d5692243e3cf,12,0.0,3
5946a5a7f810d5692243e3d0,12,0.0,4
5946a5a7f810d5692243e3d1,11,0.0,6
5946a5a7f810d5692243e3d2,11,0.0,7
5946a5a7f810d5692243e3d3,11,0.0,5
5946a5a7f810d5692243e3d4,12,0.0,3
5946a5a7f810d5692243e3da,9,0.0,1
5946a5a7f810d5692243e3de,8,0.0,7
5946a5a7f810d5692243e3df,8,0.0,7
5946a5a7f810d5692243e3e0,8,0.0,11
5946a5a7f810d5692243e3e1,8,0.0,8
5946a5a7f810d5692243e3e4,12,0.0,10
5946a5a7f810d5692243e3e5,10,0.0,9
5946a5a7f810d5692243e3e6,10,0.0,11
5946a5a7f810d5692243e3e7,10,0.0,10
5946a5a7f810d5692243e3e8,12,0.0,4
5946a5a7f810d5692243e3e9,12,0.0,4
5946a5a7f810d5692243e3ea,12,0.0,3
5946a5a7f810d5692243e3f7,8,0.0,7
5946a5a7f810d5692243e3f8,8,0.0,7
5946a5a7f810d5692243e3f9,8,0.0,0
5946a5a7f810d5692243e3fa,10,0.0,1
5946a5a7f810d5692243e3fc,8,0.0,7
5946a5a7f810d5692243e3fe,9,0.0,9
5946a5a7f810d5692243e3ff,9,0.0,3
5946a5a7f810d5692243e400,10,0.0,9
5946a5a7f810d5692243e401,12,0.0,10
5946a5a7f810d5692243e402,12,0.0,10
5946a5a7f810d5692243e403,11,0.0,13
5946a5a7f810d5692243e404,11,0.0,11
5946a5a7f810d5692243e406,12,0.0,8
5946a5a7f810d5692243e407,12,0.0,8
5946a5a7f810d5692243e408,11,0.0,10
5946a5a7f810d5692243e409,11,0.0,11
5946a5a7f810d5692243e40a,11,0.0,10
5946a5a7f810d5692243e40b,12,0.0,8
5946a5a7f810d5692243e40d,12,0.0,1
5946a5a7f810d5692243e40e,12,0.0,1
5946a5a7f810d5692243e40f,11,0.0,3
5946a5a7f810d5692243e410,11,0.0,5
5946a5a7f810d5692243e411,11,0.0,4
5946a5a7f810d5692243e412,12,0.0,1
5946a5a7f810d5692243e414,12,0.0,1
5946a5a7f810d5692243e415,12,0.0,2
5946a5a7f810d5692243e416,11,0.0,5
5946a5a7f810d5692243e417,11,0.0,7
5946a5a7f810d5692243e418,11,0.0,5
5946a5a7f810d5692243e419,12,0.0,2
5946a5a7f810d5692243e41a,11,0.0,10
5946a5a7f810d5692243e41b,11,0.0,10
5946a5a7f810d5692243e41c,11,0.0,10
5946a5a7f810d5692243e41e,8,0.0,7
5946a5a7f810d5692243e41f,8,0.0,6
5946a5a7f810d5692243e420,8,0.0,8
5946a5a7f810d5692243e421,8,0.0,7
5946a5a7f810d5692243e422,9,0.0,8
5946a5a7f810d5692243e42c,11,0.0,10
5946a5a7f810d5692243e42d,11,0.0,10
5946a5a7f810d5692243e42e,10,0.0,11
5946a5a7f810d5692243e42f,12,0.0,4
5946a5a7f810d5692243e430,12,0.0,4
5946a5a7f810d5692243e431,11,0.0,7
5946a5a7f810d5692243e432,12,0.0,3
5946a5a7f810d5692243e433,9,0.0,10
5946a5a7f810d5692243e434,11,0.0,10
5946a5a7f810d5692243e435,11,0.0,10
5946a5a7f810d5692243e436,10,0.0,14
5946a5a7f810d5692243e437,10,0.0,11
5946a5a7f810d5692243e43e,8,0.0,0
5946a5a7f810d5692243e444,9,0.0,4
5946a5a7f810d5692243e445,9,0.0,4
5946a5a7f810d5692243e446,9,0.0,4
5946a5a7f810d5692243e447,9,0.0,4
5946a5a7f810d5692243e44d,9,0.0,4
5946a5a7f810d5692243e44e,9,0.0,3
5946a5a7f810d5692243e44f,9,0.0,4
5946a5a7f810d5692243e450,9,0.0,3
5946a5a7f810d5692243e45b,10,0.0,1
5946a5a7f810d5692243e45c,10,0.0,0
5946a5a7f810d5692243e4d5,9,0.0,4
5946a5a7f810d5692243e4d6,9,0.0,3
5946a5a7f810d5692243e4d7,9,0.0,3
5946a5a7f810d5692243e4d8,9,0.0,4
5946a5a7f810d5692243e4d9,9,0.0,9
5946a5a7f810d5692243e4da,9,0.0,10
5946a5a7f810d5692243e4db,9,0.0,10
5946a5a7f810d5692243e4dc,9,0.0,8
5946a5a7f810d5692243e4dd,9,0.0,8
5946a5a7f810d5692243e4de,9,0.0,3
5946a5a7f810d5692243e4df,9,0.0,3
5946a5a7f810d5692243e4e0,9,0.0,3
5946a5a7f810d5692243e4e1,9,0.0,4
5946a5a7f810d5692243e4e2,8,0.0,10
5946a5a7f810d5692243e4e3,8,0.0,10
5946a5a7f810d5692243e519,9,0.0,3
5946a5a7f810d5692243e51a,9,0.0,2
5946a5a7f810d5692243e51b,9,0.0,3
5946a5a7f810d5692243e51c,9,0.0,3
5946a5a7f810d5692243e51d,8,0.0,4
5946a5a7f810d5692243e51e,8,0.0,4
5946a5a7f810d5692243e51f,9,0.0,3
5946a5a7f810d5692243e520,9,0.0,4
5946a5a7f810d5692243e521,9,0.0,8
5946a5a7f810d5692243e522,9,0.0,9
5946a5a7f810d5692243e523,9,0.0,9
5946a5a7f810d5692243e524,9,0.0,8
5946a5a7f810d5692243e525,9,0.0,8
5946a5a7f810d5692243e526,9,0.0,2
5946a5a7f810d5692243e527,9,0.0,2
5946a5a7f810d5692243e528,9,0.0,2
5946a5a7f810d5692243e529,9,0.0,3
5946a5a7f810d5692243e52a,9,0.0,9
5946a5a7f810d5692243e52b,9,0.0,9
5946a5a7f810d5692243e52c,8,0.0,8
5946a5a7f810d5692243e52d,8,0.0,8
5946a5a7f810d5692243e52e,9,0.0,5
5946a5a7f810d5692243e52f,9,0.0,5
5946a5a7f810d5692243e530,8,0.0,8
5946a5a7f810d5692243e531,8,0.0,8
5946a5a7f810d5692243e539,8,0.0,7
5946a5a7f810d5692243e53b,8,0.0,7
5946a5a7f810d5692243e55f,8,0.0,4
5946a5a7f810d5692243e56e,8,0.0,7
5946a5a7f810d5692243e595,8,0.0,9
5946a5a7f810d5692243e5ad,8,0.0,9
5946a5a7f810d5692243e5ae,10,0.0,9
5946a5a7f810d5692243e5ba,8,0.0,2
5946a5a7f810d5692243e5ca,9,0.0,8
5946a5a7f810d5692243e5d0,8,0.0,0
5946a5a7f810d5692243e5d1,8,0.0,1
5946a5aef810d5692243fbc6,8,0.0,9
5946a5aff810d5692243fcba,8,0.0,12
5946a5aff810d5692243fcbe,9,0.0,13
5946a5aff810d5692243fcbf,9,0.0,13
5946a5aff810d5692243fcc7,8,0.0,11
5946a5b3f810d569224400b0,8,0.0,11
5946a5b3f810d569224400b4,8,0.0,11
5946a5b3f810d569224400c5,8,0.0,8
5946a5b3f810d569224400d6,8,0.0,13
5946a5b3f810d569224400ff,8,0.0,13
5946a5b3f810d56922440103,8,0.0,13
5946a5b3f810d569224401ed,8,0.0,11
5946a5b3f810d56922440205,8,0.0,12
5946a5b3f810d5692244025c,8,0.0,13
5946a5b3f810d56922440261,8,0.0,13
5946a5b3f810d56922440284,8,0.0,12
5946a5b3f810d569224402a1,8,0.0,13
5946a5b3f810d569224402a5,8,0.0,13
5946a5b3f810d569224402a7,8,0.0,17
5946a5b3f810d569224402a8,8,0.0,18
5946a5b3f810d569224402ba,8,0.0,12
5946a5b3f810d569224402bd,8,0.0,16
5946a5b3f810d569224402bf,8,0.0,17
5946a5b3f810d569224402f7,8,0.0,12
5946a5b3f810d5692244040c,8,0.0,15
5946a5b3f810d5692244040d,8,0.0,16
5946a5b3f810d5692244042f,8,0.0,15
5946a5b3f810d56922440430,8,0.0,16
5946a5b3f810d569224404ab,8,0.0,11
5946a5b3f810d569224404ac,8,0.0,14
5946a5b3f810d569224404ad,8,0.0,14
5946a5b3f810d56922440605,8,0.0,13
5946a5b3f810d56922440661,8,0.0,13
5946a5b3f810d56922440665,8,0.0,13
5946a5b4f810d5692244079c,8,0.0,13
5946a5b4f810d56922440982,8,0.0,13
5946a5b4f810d56922440984,8,0.0,13
5946a5b4f810d569224409a1,8,0.0,13
5946a5b4f810d569224409a3,8,0.0,13
5946a5b4f810d56922440c82,8,0.0,0
5946a5b6f810d56922440d0d,8,0.0,11
5946a5b6f810d56922440d0e,8,0.0,11
5946a5b9f810d56922441015,8,0.0,19
5946a5c7f810d569224430c0,8,0.0,10
5946a5c7f810d569224430c1,8,0.0,9
5946a5cbf810d569224438ba,8,0.0,15
5946a5d0f810d56922443ccf,9,0.0,1
5946a5d0f810d56922443cd0,8,0.0,2
5946a5d0f810d56922443cd1,8,0.0,1
5946a5d0f810d56922443cd2,8,0.0,2
5946a5d0f810d56922443cd3,9,0.0,3
5946a5d0f810d56922443cd4,8,0.0,1
5946a5d0f810d56922443cd5,9,0.0,2
5946a5d0f810d56922443cd6,9,0.0,0
5946a5d0f810d56922443cd7,9,0.0,2
5946a5d2f810d56922443e22,9,0.0,11
5946a5d2f810d56922443e27,8,0.0,12
5946a5d2f810d56922443e2a,9,0.0,10
5946a5d4f810d56922444045,8,0.0,10
5946a5d4f810d56922444046,8,0.0,10
5946a5d4f810d56922444063,8,0.0,11
5946a5d4f810d5692244406b,8,0.0,9
5946a5d4f810d569224440a0,8,0.0,12
5946a5d4f810d569224440b2,8,0.0,10
5946a5d5f810d56922444176,8,0.0,5
5946a5d5f810d5692244417e,8,0.0,5
5946a5def810d56922448360,10,0.0,4
5946a5def810d56922448366,10,0.0,4
5946a5def810d56922448367,10,0.0,3
5946a5e2f810d5692244858e,8,0.0,11
5946a5e2f810d5692244858f,8,0.0,11
5946a5ebf810d569224491c5,8,0.0,10
5946a5ebf810d569224491c6,8,0.0,10
5946a5edf810d56922449418,8,0.0,12
5946a5edf810d56922449439,8,0.0,10
5946a5edf810d5692244943a,8,0.0,10
5946a5eef810d569224494f7,8,0.0,10
5946a5eef810d56922449500,8,0.0,12
5946a5eef810d56922449506,8,0.0,10
5946a5f0f810d569224496b4,8,0.0,1
5946a5f0f810d569224496b7,8,0.0,0
5946a5f0f810d569224496bd,8,0.0,0
5946a5f0f810d569224496c5,9,1.0,8
5946a5f0f810d569224496da,9,1.0,8
5946a5f0f810d5692244975d,8,0.0,2
5946a5f1f810d5692244982b,8,0.0,10
5946a5f1f810d5692244982c,8,0.0,10
5946a5f1f810d56922449834,8,0.0,9
5946a5f1f810d569224498de,8,0.0,17
5946a5f1f810d569224498df,8,0.0,13
5946a5f2f810d5692244991e,9,0.0,1
5946a5f2f810d56922449925,9,0.0,0
5946a5f2f810d56922449982,9,0.0,1
5946a5f2f810d569224499c5,8,0.0,2
5946a5f2f810d569224499c8,8,0.0,2
5946a5f2f810d569224499dd,8,0.0,0
5946a5f2f810d569224499df,8,0.0,1
5946a5f2f810d569224499e0,8,0.0,1
5946a5f2f810d56922449e33,8,0.0,11
5946a5f2f810d56922449e40,8,0.0,6
5946a5f2f810d56922449e71,9,0.0,17
5946a5f2f810d5692244a04d,8,0.0,7
5946a5f2f810d5692244a04f,8,0.0,7
5946a5f2f810d5692244a058,8,0.0,7
5946a5f2f810d5692244a0d7,8,0.0,2
5946a5f2f810d5692244a0dc,8,0.0,2
5946a5f2f810d5692244a145,8,0.0,0
5946a5f2f810d5692244a158,9,0.0,0
5946a5f2f810d5692244a159,9,0.0,0
5946a5f2f810d5692244a162,8,0.0,9
5946a5f2f810d5692244a166,9,0.0,8
5946a5f2f810d5692244a17b,9,0.0,8
5946a5f2f810d5692244a1b4,8,0.0,0
5946a5f2f810d5692244a224,8,0.0,5
5946a5f2f810d5692244a22c,8,0.0,9
5946a5f2f810d5692244a232,8,0.0,8
5946a5f2f810d5692244a238,8,0.0,7
5946a5f2f810d5692244a23b,8,0.0,2
5946a5f2f810d5692244a243,8,0.0,9
5946a5f2f810d5692244a245,8,0.0,9
5946a5f2f810d5692244a270,8,0.0,6
5946a5f2f810d5692244a29a,8,0.0,9
5946a5f2f810d5692244a2a1,8,0.0,4
5946a5f2f810d5692244a2a4,8,0.0,9
5946a5f3f810d5692244a3d4,9,0.0,9
5946a5f3f810d5692244a3d5,9,0.0,9
5946a5f3f810d5692244a3e4,9,0.0,5
5946a5f3f810d5692244a403,8,0.0,3
5946a5f3f810d5692244a50c,8,0.0,0
5946a5f3f810d5692244a525,9,0.0,0
5946a5f3f810d5692244a526,9,0.0,0
5946a5f3f810d5692244a55a,8,0.0,8
5946a5f3f810d5692244a561,8,0.0,7
5946a5f3f810d5692244a5ba,9,0.0,1
5946a5f3f810d5692244a5c3,9,0.0,0
5946a5f3f810d5692244a5c4,9,0.0,1
5946a5f3f810d5692244a5c6,8,0.0,3
5946a5f3f810d5692244a5ee,8,0.0,2
5946a5f3f810d5692244a61e,9,0.0,8
5946a5f3f810d5692244a625,9,0.0,8
5946a5f3f810d5692244a628,9,0.0,0
5946a5f3f810d5692244a634,9,0.0,8
5946a5f3f810d5692244a635,8,0.0,7
5946a5f3f810d5692244a649,9,0.0,1
5946a5f3f810d5692244a660,9,0.0,1
5946a5f3f810d5692244a661,9,0.0,1
5946a5f3f810d5692244a6c7,8,0.0,8
5946a5f3f810d5692244a6f1,8,0.0,0
5946a5f3f810d5692244a6f2,8,0.0,0
5946a5f3f810d5692244a6f4,9,0.0,1
5946a5f3f810d5692244a6f5,9,0.0,1
5946a5f3f810d5692244a6f6,8,0.0,2
5946a5f3f810d5692244a6fc,10,0.0,0
5946a5f3f810d5692244a6fd,10,0.0,0
5946a5f3f810d5692244a701,9,0.0,0
5946a5f3f810d5692244a702,9,0.0,0
5946a5f3f810d5692244a741,9,0.0,1
5946a5f3f810d5692244a74c,8,0.0,0
5946a5f3f810d5692244a765,8,0.0,0
5946a5f3f810d5692244a767,9,0.0,1
5946a5f3f810d5692244a768,9,0.0,1
5946a5f3f810d5692244a769,8,0.0,2
5946a5f3f810d5692244a76e,10,0.0,0
5946a5f3f810d5692244a771,10,0.0,0
5946a5f3f810d5692244a772,10,0.0,0
5946a5f3f810d5692244a774,9,0.0,0
5946a5f3f810d5692244a775,9,0.0,0
5946a5f3f810d5692244a77c,10,0.0,0
5946a5f3f810d5692244a7be,8,0.0,7
5946a5f3f810d5692244a7d0,8,0.0,7
5946a5f3f810d5692244a7d4,10,0.0,9
5946a5f3f810d5692244a7dc,10,0.0,9
5946a5f3f810d5692244a7e0,8,0.0,7
5946a5f3f810d5692244a819,8,0.0,1
5946a5f3f810d5692244a81a,8,0.0,1
5946a5f3f810d5692244a81d,8,0.0,0
5946a5f3f810d5692244a82b,8,0.0,7
5946a5f3f810d5692244a82d,8,0.0,7
5946a5f3f810d5692244a86b,8,0.0,9
5946a5f3f810d5692244a871,8,0.0,2
5946a5f3f810d5692244a873,8,0.0,2
5946a5f3f810d5692244a875,8,0.0,1
5946a5f3f810d5692244a89d,8,0.0,2
5946a5f3f810d5692244a8b4,8,0.0,2
5946a5f3f810d5692244a8b5,8,0.0,1
5946a5f3f810d5692244a9d8,8,0.0,6
5946a5f3f810d5692244aa2c,8,0.0,0
5946a5f3f810d5692244aa30,9,0.0,0
5946a5f3f810d5692244aa39,9,0.0,0
5946a5f3f810d5692244aa45,8,0.0,7
5946a5f3f810d5692244aa67,8,0.0,7
5946a5f3f810d5692244aacb,8,0.0,7
5946a5f3f810d5692244aad8,9,0.0,8
5946a5f3f810d5692244aaec,8,0.0,7
5946a5f3f810d5692244ab07,8,0.0,7
5946a5f3f810d5692244ab0c,8,0.0,0
5946a5f3f810d5692244abb8,8,0.0,4
5946a5f3f810d5692244abba,8,0.0,5
5946a5f3f810d5692244abd2,8,0.0,2
5946a5f3f810d5692244abd7,9,0.0,0
5946a5f3f810d5692244aca8,9,0.0,0
5946a5f3f810d5692244aca9,9,0.0,0
5946a5f3f810d5692244acaa,8,0.0,2
5946a5f3f810d5692244acac,9,0.0,0
5946a5f3f810d5692244acb3,9,0.0,0
5946a5f3f810d5692244acb7,10,0.0,0
5946a5f3f810d5692244acba,9,0.0,10
5946a5f3f810d5692244ad0b,8,0.0,2
5946a5f3f810d5692244ad0c,8,0.0,1
5946a5f3f810d5692244ada5,8,0.0,1
5946a5f3f810d5692244adaf,8,0.0,0
5946a5f3f810d5692244adba,8,0.0,7
5946a5f3f810d5692244adbd,8,0.0,0
5946a5f3f810d5692244adc1,9,0.0,8
5946a5f3f810d5692244adc8,8,0.0,7
5946a5f3f810d5692244adc9,8,0.0,0
5946a5f3f810d5692244adcb,8,0.0,0
5946a5f3f810d5692244add8,8,0.0,4
5946a5f3f810d5692244adda,8,0.0,7
5946a5f3f810d5692244addb,8,0.0,5
5946a5f3f810d5692244addc,8,0.0,0
5946a5f3f810d5692244addd,8,0.0,0
5946a5f3f810d5692244ade7,8,0.0,7
5946a5f3f810d5692244ade9,8,0.0,1
5946a5f3f810d5692244adea,8,0.0,0
5946a5f3f810d5692244adf2,9,0.0,1
5946a5f3f810d5692244ae4c,9,0.0,0
