5946a564f810d56922433744,0.0
5946a564f810d56922433747,0.0
5946a576f810d5692243624a,0.0
5946a576f810d5692243624c,0.0
5946a576f810d5692243624e,0.0
5946a576f810d56922436253,0.0
5946a576f810d56922436254,0.0
5946a576f810d56922436257,0.0
5946a576f810d56922436258,0.0
5946a576f810d5692243625b,0.0
5946a576f810d5692243625c,0.0
5946a576f810d5692243625d,0.0
5946a576f810d56922436260,0.0
5946a576f810d5692243626d,0.0
5946a576f810d5692243626f,0.0
5946a576f810d56922436270,0.0
5946a576f810d56922436271,0.0
5946a576f810d56922436275,0.0
5946a576f810d56922436277,0.0
5946a576f810d56922436278,0.0
5946a576f810d56922436279,0.0
5946a576f810d5692243627a,0.0
5946a576f810d5692243627b,0.0
5946a576f810d5692243627c,0.0
5946a576f810d5692243627d,0.0
5946a576f810d5692243627e,0.0
5946a576f810d5692243627f,0.0
5946a576f810d56922436280,0.0
5946a576f810d56922436281,0.0
5946a576f810d56922436282,0.0
5946a576f810d56922436283,0.0
5946a576f810d56922436286,0.0
5946a576f810d56922436287,0.0
5946a576f810d56922436288,0.0
5946a576f810d569224362a6,0.0
5946a576f810d569224362a7,0.0
5946a576f810d569224362aa,0.0
5946a576f810d569224362ab,0.0
5946a576f810d569224362ad,0.0
5946a576f810d569224362b4,0.0
5946a576f810d569224362b5,0.0
5946a576f810d569224362b9,0.0
5946a576f810d569224362ba,0.0
5946a576f810d569224362bb,0.0
5946a576f810d569224362be,0.0
5946a576f810d569224362bf,0.0
5946a576f810d569224362ca,0.0
5946a576f810d569224362cb,0.0
5946a576f810d569224362cd,0.0
5946a576f810d569224362cf,0.0
5946a576f810d569224362d0,0.0
5946a576f810d569224362d2,0.0
5946a576f810d569224362d4,0.0
5946a576f810d569224362d6,0.0
5946a576f810d569224362d9,0.0
5946a576f810d569224362da,0.0
5946a576f810d569224362dd,0.0
5946a576f810d569224362de,0.0
5946a576f810d569224362df,0.0
5946a576f810d569224362e0,0.0
5946a576f810d569224362e1,0.0
5946a576f810d569224362e8,0.0
5946a576f810d569224362eb,0.0
5946a576f810d569224362ec,0.0
5946a576f810d569224362ed,0.0
5946a576f810d569224362f2,0.0
5946a576f810d569224362f4,0.0
5946a576f810d569224362f7,0.0
5946a576f810d569224362f8,0.0
5946a576f810d569224362fa,1.0
5946a576f810d569224362fc,1.0
5946a576f810d569224362ff,1.0
5946a576f810d56922436300,1.0
5946a576f810d56922436303,0.0
5946a576f810d56922436304,0.0
5946a576f810d56922436307,0.0
5946a576f810d56922436308,0.0
5946a576f810d56922436309,0.0
