com_id, Nodi, MassimaFreq, Conteggio, NumeroClique, intrusi
5a2abe595b73222015f8fca0,13,12,1,5,0
5a2a11b15b73222015f7def4,10,10,1,2,0
5a2aab4d5b73222015f87ea9,12,11,2,3,0
5a2aacaa5b73222015f884c2,10,9,3,3,0
5a2ac2385b73222015f913c3,35,31,1,39,1
5a2abe965b73222015f8fe85,10,9,1,3,1
5a2ab43d5b73222015f8b4f7,11,10,3,4,0
5a2ab25d5b73222015f8a579,13,11,1,6,2
5a2ab9905b73222015f8d4c1,12,10,2,2,0
5a29d4335b73222015f756bc,11,10,1,2,0
5a2abe485b73222015f8fbe0,17,15,2,15,0
5a29df435b73222015f779fe,13,10,2,3,0
5a2a62b45b73222015f84a57,10,10,2,3,0
5a2ab4a25b73222015f8b7da,12,11,1,7,0
5a2a86345b73222015f862cc,9,8,1,2,1
5a2a90945b73222015f86894,15,14,3,7,0
5a2ab2fa5b73222015f8aaa7,10,10,1,2,0
5a2abc7f5b73222015f8f2fa,15,14,1,15,0
5a2a15665b73222015f7e5b9,14,13,1,10,0
5a29d4915b73222015f758d8,11,10,1,2,0
5a312ba45b7322713613d30e,10,10,2,3,0
5a29d2e45b73222015f74cd1,11,11,2,2,0
5a2a3a1f5b73222015f81a19,14,14,1,6,0
5a2abc9b5b73222015f8f40f,13,12,2,4,0
5a29ccbd5b73222015f71d91,12,12,2,2,0
5a2a7eb35b73222015f85e29,9,8,2,2,0
5a2aaec45b73222015f88e8e,14,13,1,9,0
5a29d2fb5b73222015f74d89,11,10,3,2,0
5a2a6d925b73222015f851b4,9,8,1,2,0
5a2ab9fa5b73222015f8d8ba,27,25,1,29,0
5a312b725b7322713613d009,15,15,1,11,0
5a29d2345b73222015f74a18,12,11,1,3,0
5a3124455b7322713613c071,143,132,1,493,2
5a2a15cb5b73222015f7e63d,10,9,1,2,0
5a29d2b85b73222015f74c45,12,11,2,3,0
5a2a99805b73222015f86f97,19,16,3,24,1
5a2aab655b73222015f87fbb,12,11,2,3,0
5a2ac6de5b73222015f93168,35,31,1,58,1
5a2a5f675b73222015f8479e,9,8,3,2,0
5a29e05e5b73222015f77ef0,11,11,1,2,0
5a2a36555b73222015f8146c,10,9,1,2,0
5a2a01485b73222015f7c9f5,13,11,3,5,0
5a2ab1d75b73222015f8a294,14,13,1,6,0
5a29c3b65b73222015f6df0d,13,13,2,2,0
5a2a11085b73222015f7de71,10,10,1,2,0
5a2ac2865b73222015f9171f,35,29,1,66,1
5a2ab4a15b73222015f8b7cf,19,17,1,13,0
5a29d6d15b73222015f7608c,12,10,3,3,0
5a2a05965b73222015f7d001,10,9,1,2,0
5a2ab4c85b73222015f8b902,11,10,1,4,0
5a2aaddd5b73222015f888a4,11,11,3,4,0
5a2aad0e5b73222015f8862c,13,12,1,6,0
5a312ba45b7322713613d30d,141,125,1,408,0
5a29d37a5b73222015f750f5,12,11,2,3,0
5a2a0af25b73222015f7d6f5,10,10,1,2,0
5a2ab3655b73222015f8ae93,13,13,1,4,0
5a2a05965b73222015f7cffe,11,10,1,3,0
5a312ba15b7322713613d2d5,141,121,1,496,2
5a2a37cd5b73222015f81656,15,13,2,8,0
5a29d6a85b73222015f76046,11,11,1,2,0
5a29e2875b73222015f785b0,12,11,1,3,0
5a2abe195b73222015f8fac8,12,11,1,4,0
5a2ab3ea5b73222015f8b31f,12,12,1,5,0
5a2a89e25b73222015f864ec,9,8,3,2,1
5a2abab05b73222015f8e0c2,17,15,1,17,0
5a2ab3fc5b73222015f8b36d,15,14,1,6,0
5a2a2b825b73222015f80450,11,11,2,3,0
5a2abe695b73222015f8fd2f,14,13,1,12,0
5a2a0a5f5b73222015f7d651,10,10,2,2,0
5a2a00935b73222015f7c90a,10,8,7,2,0
5a2ab9f25b73222015f8d833,25,23,1,26,0
5a2abd6f5b73222015f8f8b2,17,15,3,17,0
5a2a8be35b73222015f8662d,15,15,1,5,0
5a2a59f95b73222015f84328,15,15,1,8,0
5a2aab4b5b73222015f87e8d,11,10,3,5,0
5a312bad5b7322713613d374,10,9,2,3,1
5a2a97f85b73222015f86e53,9,9,1,2,0
5a2ab1a45b73222015f8a001,21,21,1,20,0
5a2a78115b73222015f85ac1,9,9,1,2,0
5a29cbfc5b73222015f7191a,13,13,1,2,0
5a2a4a6e5b73222015f8317b,19,17,1,13,0
5a29f35e5b73222015f7b30f,11,10,1,2,0
5a2a5a0e5b73222015f8434b,10,7,3,2,1
5a2ab48a5b73222015f8b6c6,11,10,1,4,0
5a29c0025b73222015f6cef7,13,13,1,2,0
5a2ab2ef5b73222015f8aa6f,11,10,1,4,0
5a2ab39b5b73222015f8b060,19,15,1,20,0
5a29ccd05b73222015f71e06,12,11,1,2,0
5a2a055d5b73222015f7cfc5,10,10,2,2,0
5a312c2c5b7322713613d426,12,7,3,5,0
5a2a85775b73222015f86243,11,7,3,4,0
5a2aacc15b73222015f8850d,9,6,1,2,0
5a2a29ab5b73222015f8017a,10,10,1,2,0
5a2a5ae15b73222015f84421,9,9,2,2,0
5a2abbac5b73222015f8e9dc,27,25,1,25,0
5a2ab1615b73222015f89df7,11,10,1,5,0
5a2a932d5b73222015f86afb,18,16,1,16,0
5a29df495b73222015f77a69,14,12,1,4,0
5a2aab725b73222015f88043,9,9,2,2,0
5a2a71045b73222015f8553a,9,8,1,2,0
5a2abdf95b73222015f8fa03,13,11,1,6,1
5a29c7465b73222015f6f6f1,13,12,1,3,0
5a2abb9d5b73222015f8e93f,12,11,1,3,0
5a2abbb05b73222015f8ea16,26,23,1,26,0
5a2ab4345b73222015f8b487,10,9,1,3,0
5a2ab2cf5b73222015f8a98d,20,18,1,18,0
5a2abc7e5b73222015f8f2e4,25,22,1,26,0
5a2ab06c5b73222015f8976a,9,9,1,2,0
5a2abd325b73222015f8f72a,19,19,1,8,0
5a2ab36a5b73222015f8af08,10,9,1,2,0
5a29cc055b73222015f7193e,14,14,2,4,0
5a29d2e45b73222015f74cc3,11,10,2,2,0
5a29cc705b73222015f71b8a,19,18,1,10,0
5a2a8b715b73222015f865e5,12,8,1,5,0
5a2abc755b73222015f8f1fb,32,30,1,44,0
5a312c5e5b7322713613d466,23,16,1,17,0
5a2a6d905b73222015f85170,9,8,2,2,1
5a29e2875b73222015f785af,11,9,1,2,0
5a29e27a5b73222015f78555,11,10,1,2,0
5a2abc4c5b73222015f8efb9,17,16,1,16,1
5a2abb925b73222015f8e8be,17,16,1,9,0
5a2abe7a5b73222015f8fd90,12,12,1,4,0
5a2a902f5b73222015f86869,10,9,1,3,0
5a2abc5d5b73222015f8f092,18,17,2,16,0
5a2abb9f5b73222015f8e961,22,20,1,27,0
5a2abd655b73222015f8f885,13,12,2,5,0
5a2aac5c5b73222015f883ac,13,12,1,7,1
5a2ab4fc5b73222015f8ba51,9,7,2,2,0
5a2a8c155b73222015f8666d,9,9,1,2,0
5a2a09095b73222015f7d51a,10,10,1,2,0
5a2aae5b5b73222015f88bd6,14,13,1,7,0
5a3123b15b7322713613bcb8,144,133,1,697,1
5a2aba6f5b73222015f8dd6a,22,21,1,19,0
5a2a83da5b73222015f8613e,9,9,1,2,0
5a2abe785b73222015f8fd78,14,14,1,6,0
5a2a0bba5b73222015f7d7c4,11,11,1,3,0
5a29d02b5b73222015f7371d,12,12,1,2,0
5a29c4135b73222015f6e0b7,13,13,1,2,0
5a2ac6985b73222015f92d42,39,35,1,86,0
5a2abbb15b73222015f8ea1e,20,18,1,13,0
5a2ac2335b73222015f91360,33,26,1,42,0
5a29df515b73222015f77a92,18,18,2,10,0
5a29d2895b73222015f74b90,12,11,1,3,0
5a312b965b7322713613d282,11,7,1,4,1
5a2a984e5b73222015f86ea8,10,8,3,3,0
5a29cc175b73222015f719cb,12,12,1,2,0
5a2ab3985b73222015f8b04b,10,9,2,2,0
5a29e0355b73222015f77e33,11,11,1,2,0
5a2abb125b73222015f8e5ef,27,26,1,28,0
5a2a29ec5b73222015f801d3,10,9,1,2,0
5a2abd745b73222015f8f8db,12,11,3,4,0
5a2ab9145b73222015f8ce61,19,17,1,9,0
5a2abae75b73222015f8e383,18,18,1,17,0
5a312b695b7322713613cf5e,143,127,1,450,0
5a2a29ab5b73222015f80177,10,10,1,2,0
5a29c4205b73222015f6e0ef,17,17,1,6,0
5a2ab2c85b73222015f8a97f,10,10,1,3,0
5a2a0f265b73222015f7dc77,11,9,2,2,0
5a2aac055b73222015f882ec,11,11,2,4,0
5a2abc7b5b73222015f8f287,17,16,2,19,0
5a2aad0c5b73222015f88614,9,8,1,2,0
5a29d4335b73222015f756be,15,14,1,6,0
5a2ab1bd5b73222015f8a15f,13,12,1,5,0
5a2abbd95b73222015f8eb5d,17,15,1,13,0
5a2ab9595b73222015f8d257,21,14,3,17,0
5a2ab06c5b73222015f89769,9,9,1,2,0
5a312c2c5b7322713613d425,20,17,1,12,0
5a2abd325b73222015f8f712,19,15,1,18,1
5a2a85845b73222015f86270,10,6,3,3,0
5a29dfea5b73222015f77d15,11,11,1,2,0
5a2a8cdc5b73222015f866f0,9,8,2,2,0
5a29cbdb5b73222015f7181a,12,12,2,2,0
5a29d2345b73222015f74a10,11,10,2,2,0
5a2a4ec85b73222015f83710,11,11,3,3,0
5a2aaec45b73222015f88e8d,16,15,1,13,0
5a2aaba25b73222015f8816e,11,11,3,3,0
5a31246a5b7322713613c15e,144,126,1,504,2
5a2ab4975b73222015f8b768,15,13,1,7,0
5a2ab51c5b73222015f8bbf7,9,7,2,2,0
5a29d3565b73222015f74f89,11,10,2,2,0
5a2ab12f5b73222015f89cb3,14,13,3,5,0
5a29e0645b73222015f77efd,11,11,1,2,0
5a29d4215b73222015f75672,11,11,2,2,0
5a29d4bd5b73222015f759d8,14,14,1,5,0
5a2a55835b73222015f83e48,12,10,3,4,0
5a2a70905b73222015f854ed,10,10,2,3,0
5a29bf915b73222015f6cd66,17,15,1,5,0
5a2ac2655b73222015f915e6,50,43,1,139,0
5a2a4c8b5b73222015f8343d,10,10,3,2,0
5a2abe715b73222015f8fd4a,12,12,1,4,0
5a3124895b7322713613c246,144,128,1,575,2
5a2abbe85b73222015f8ec08,21,21,1,27,0
5a2abbf25b73222015f8ec6f,21,21,1,20,0
5a2a59225b73222015f842a4,12,12,3,5,0
5a2a72cd5b73222015f85633,20,12,1,13,0
5a2ab29f5b73222015f8a87a,12,12,1,3,0
5a2ab9f15b73222015f8d821,27,24,1,26,0
5a2ac23c5b73222015f91412,21,20,2,18,0
5a2aba6e5b73222015f8dd57,15,14,1,4,0
5a2ab1ac5b73222015f8a073,12,9,2,4,0
5a29e2875b73222015f785b4,11,10,1,2,0
5a2abe385b73222015f8fb71,11,11,1,4,0
5a2a2cb85b73222015f8060f,10,10,1,2,0
5a29d4935b73222015f758f0,11,10,3,2,0
5a2abc955b73222015f8f3e7,10,9,2,2,0
5a29d3175b73222015f74e40,12,12,2,3,0
5a2aba7d5b73222015f8de00,25,21,1,32,1
5a2abb2b5b73222015f8e680,13,13,1,4,0
5a29d5f15b73222015f75ea0,12,11,3,3,0
5a29d2fb5b73222015f74d8d,12,11,2,3,0
5a2abc885b73222015f8f378,29,26,1,49,1
5a2a13675b73222015f7e37e,11,10,3,3,0
5a29cd2b5b73222015f72021,15,15,1,4,0
5a2aabf25b73222015f882b1,11,5,3,4,0
5a312b7e5b7322713613d0d1,13,12,1,3,0
5a312b965b7322713613d281,20,13,4,22,1
5a2abe685b73222015f8fd27,12,12,1,4,0
5a29d3115b73222015f74e1f,11,11,1,2,0
5a312ba15b7322713613d2d6,143,124,1,429,1
5a2abc135b73222015f8ed92,11,11,1,5,0
5a29cede5b73222015f72d10,12,12,1,2,0
5a312ba15b7322713613d2d3,144,122,1,562,3
5a29e88d5b73222015f798a9,12,11,1,2,0
5a2abb2b5b73222015f8e67b,12,12,2,3,0
5a29e2875b73222015f785b3,11,9,2,2,0
5a2a70905b73222015f854ea,10,9,2,3,0
5a2abc805b73222015f8f31b,17,14,2,10,1
5a2a6d905b73222015f85160,9,8,3,2,1
5a29c80a5b73222015f6faec,13,13,3,3,0
5a29d2895b73222015f74b95,12,10,1,3,0
5a29ccbd5b73222015f71d90,12,12,2,2,0
5a2a2b325b73222015f803eb,10,9,2,2,0
5a2ab36b5b73222015f8af18,12,10,2,3,0
5a312ba65b7322713613d334,144,126,1,635,0
5a29d2895b73222015f74b91,12,11,2,3,0
5a29d1cd5b73222015f7466a,19,17,1,12,0
5a2a10bc5b73222015f7ddf2,10,9,1,2,0
5a2ab1fa5b73222015f8a37c,10,10,1,3,0
5a29cf1a5b73222015f72f47,12,10,1,2,0
5a2abe805b73222015f8fdc6,12,12,1,3,0
5a2abd285b73222015f8f69d,20,17,1,23,0
5a2a47435b73222015f82d4d,12,11,2,3,0
5a29d2345b73222015f74a14,11,10,2,2,0
5a2ab8b25b73222015f8cbcc,25,23,1,34,0
5a2ab4365b73222015f8b4a1,11,10,1,3,0
5a2a12495b73222015f7e119,10,10,3,2,0
5a29fa005b73222015f7bec7,10,9,3,2,0
5a2ac3695b73222015f91ba6,16,14,1,6,0
5a2ab2775b73222015f8a681,9,8,1,2,0
5a2a30ad5b73222015f80be2,10,8,3,2,0
5a29d2a45b73222015f74bf6,11,9,2,2,0
5a2abe965b73222015f8fe90,11,10,3,4,0
5a2ac2c55b73222015f919c6,21,19,1,28,0
5a2abc0c5b73222015f8ed68,16,15,1,13,0
5a29dfb55b73222015f77c6c,11,10,2,2,0
5a29fa1e5b73222015f7bee5,10,7,4,2,0
5a29e32c5b73222015f787e2,18,17,1,13,0
5a2a50535b73222015f83895,10,10,2,2,0
5a29d4b45b73222015f759ad,12,11,1,3,0
5a29d5f15b73222015f75ea4,11,10,3,2,0
5a312ba15b7322713613d2d2,11,11,3,3,0
5a29d4bd5b73222015f759da,12,11,1,3,0
5a2abc765b73222015f8f218,18,18,1,14,0
5a312bad5b7322713613d376,142,126,1,462,1
5a2a6d925b73222015f851ac,12,12,1,5,0
5a2a75015b73222015f857a2,12,10,1,5,1
5a2a8faa5b73222015f8682d,9,9,2,2,0
5a2a5a9b5b73222015f843da,9,9,1,2,0
5a2ab2f45b73222015f8aa82,10,10,1,3,0
5a2abe265b73222015f8faed,10,10,3,3,0
5a2a09ee5b73222015f7d5f4,10,10,1,2,0
5a2a6d905b73222015f8516e,9,8,3,2,1
5a2a57bc5b73222015f840ff,13,12,2,4,0
5a29ef725b73222015f7aa1e,19,18,1,11,0
5a2abc9a5b73222015f8f3ff,16,13,2,6,0
5a2ab4d05b73222015f8b92a,13,11,1,4,0
5a2abb785b73222015f8e812,11,10,1,2,0
5a2a6d925b73222015f851a7,12,12,1,5,0
5a2abe815b73222015f8fdea,14,13,1,4,0
5a2abd615b73222015f8f867,21,20,1,29,0
5a2ab4a65b73222015f8b803,11,11,1,4,0
5a2abbaf5b73222015f8ea06,19,19,1,14,0
5a2aab605b73222015f87f75,10,10,1,3,0
5a2aac735b73222015f883ed,13,12,1,6,0
5a29cbea5b73222015f71880,16,16,3,5,0
5a2acaf15b73222015f94138,42,40,1,102,1
5a29d4335b73222015f756c3,12,11,1,3,0
5a2abe485b73222015f8fbe8,13,12,1,5,0
5a312b8d5b7322713613d1d3,12,12,3,3,0
5a29e04d5b73222015f77eae,13,13,1,4,0
5a2abe595b73222015f8fc98,13,13,1,5,0
5a2ab2975b73222015f8a859,10,6,2,3,0
5a2ab4c45b73222015f8b8db,17,17,1,6,0
5a2ac69f5b73222015f92e1c,47,42,1,76,0
5a2a518b5b73222015f83a5b,11,11,1,3,0
