com_id, Nodi, MassimaFreq, Conteggio, NumeroClique, intrusi
5a29d2e45b73222015f74ccf,11,11,16,2,0
5a2abce45b73222015f8f4d2,10,10,7,2,0
5a2ac6835b73222015f92ba5,37,37,5,74,0
5a2ab4255b73222015f8b454,11,11,12,4,0
5a29d4215b73222015f75674,11,11,13,2,0
5a311da05b7322713613b467,62,62,3,139,0
5a2aae425b73222015f88b4f,12,12,11,3,0
5a2abe505b73222015f8fc34,14,14,10,8,0
5a2abbd15b73222015f8eb23,21,21,7,23,0
5a2a232f5b73222015f7f800,11,11,12,3,0
5a2abc255b73222015f8ee4a,11,11,14,5,0
5a29fdaf5b73222015f7c3cb,10,10,11,2,0
5a2abe535b73222015f8fc6c,13,12,5,5,1
5a2a68f05b73222015f84f34,15,15,6,10,0
5a2aaba15b73222015f88164,17,17,6,12,0
5a29f60d5b73222015f7b91f,16,16,7,9,0
5a2a8a625b73222015f8653f,13,12,7,5,1
5a2a5ba25b73222015f844c1,9,9,5,2,0
5a2aafcc5b73222015f89433,14,14,7,11,0
5a2a90145b73222015f86857,9,9,11,2,0
5a2abe275b73222015f8fb21,15,15,11,6,0
5a2a9b5d5b73222015f870ab,10,10,11,3,0
5a29d2a45b73222015f74beb,11,11,17,2,0
5a2aac5c5b73222015f883ab,11,10,7,5,1
5a29c1935b73222015f6d244,15,15,10,4,0
5a29f3505b73222015f7b2fb,12,12,16,2,0
5a2aacad5b73222015f884da,9,9,12,2,0
5a2a5ae15b73222015f84425,9,9,13,2,0
5a2a31055b73222015f80c1b,10,9,13,2,1
5a2abb9f5b73222015f8e971,16,16,5,5,0
5a2a451a5b73222015f829b9,11,11,9,3,0
5a2ab9945b73222015f8d500,19,19,7,14,0
5a2aba0c5b73222015f8d96d,20,20,9,18,0
5a2abbe65b73222015f8ebef,17,17,5,10,0
5a29e2875b73222015f785b2,11,11,8,2,0
5a2abc7b5b73222015f8f280,16,16,3,11,0
5a2abb4e5b73222015f8e71f,14,14,10,5,0
5a29c7295b73222015f6f63c,13,13,16,3,0
5a2a49235b73222015f82fda,11,11,9,3,0
5a2abc215b73222015f8edf9,16,16,9,16,0
5a2ab1ef5b73222015f8a31a,10,10,5,3,0
5a312b8a5b7322713613d196,12,12,11,2,0
5a2abbed5b73222015f8ec36,28,28,6,33,0
5a2abb705b73222015f8e7bc,13,13,11,6,0
5a2a09db5b73222015f7d5d7,12,11,14,4,1
5a312b395b7322713613cdca,145,143,5,498,1
5a2abc295b73222015f8ee6d,18,18,8,11,0
5a3123fc5b7322713613be8f,143,142,3,458,1
5a2abc725b73222015f8f193,12,12,8,8,0
5a2ac27e5b73222015f916d0,24,24,7,25,0
5a2aacc95b73222015f8853f,10,10,3,4,0
5a2aab605b73222015f87f6b,18,18,13,9,0
5a2abbfa5b73222015f8eccc,14,14,11,8,0
5a2ab3de5b73222015f8b29e,13,13,11,5,0
5a2abcd55b73222015f8f4a6,10,10,6,2,0
5a2aa96c5b73222015f87aa9,16,16,7,11,0
5a312b7c5b7322713613d086,14,14,5,4,0
5a2abbc05b73222015f8ea99,23,23,12,25,0
5a2abc3a5b73222015f8ef07,12,12,5,5,0
5a2abc955b73222015f8f3e6,15,15,14,8,0
5a29e0a85b73222015f77feb,11,11,13,2,0
5a29e2875b73222015f785b5,11,11,8,2,0
5a2a8c565b73222015f866b6,10,10,2,2,0
5a2a177d5b73222015f7e921,10,10,7,2,0
5a29dc0d5b73222015f76f27,20,20,10,13,0
5a2ab4fc5b73222015f8ba50,11,11,13,4,0
5a29eb3b5b73222015f79f95,11,11,12,2,0
5a2a85775b73222015f86244,10,10,1,3,0
5a2a29d35b73222015f801a9,10,10,12,2,0
5a2a72cd5b73222015f85634,14,14,1,7,0
5a2abbbf5b73222015f8ea76,17,17,9,13,0
5a2aabd85b73222015f88237,13,13,11,8,0
5a29d3475b73222015f74f28,11,11,5,2,0
5a2a62145b73222015f849c2,10,10,13,2,0
5a2abc655b73222015f8f0fd,12,12,16,7,0
5a2a4ef15b73222015f83728,11,11,11,3,0
5a29cc085b73222015f71964,14,14,9,3,0
5a2abc275b73222015f8ee5f,13,13,11,6,0
5a2a2b325b73222015f803ed,10,10,15,2,0
5a29c74f5b73222015f6f72e,12,12,18,2,0
5a29f4d45b73222015f7b616,11,11,2,2,0
5a29dfa25b73222015f77c30,17,17,11,9,0
5a2a29ab5b73222015f80178,10,10,10,2,0
5a29d2465b73222015f74a53,11,11,15,2,0
5a29d4b45b73222015f759b0,11,11,6,2,0
5a312ba65b7322713613d332,143,142,3,680,1
5a2abb805b73222015f8e838,11,11,9,2,0
5a29c7045b73222015f6f57c,13,13,15,3,0
5a29d4ee5b73222015f75ae0,11,11,13,2,0
5a2a684d5b73222015f84eb4,12,11,10,5,1
5a29cd205b73222015f71fe0,14,14,7,4,0
5a29d78e5b73222015f76267,12,12,14,3,0
5a2abd525b73222015f8f7d2,11,10,11,3,1
5a2abd775b73222015f8f8ed,14,14,4,10,0
5a2a07fd5b73222015f7d40e,11,11,13,3,0
5a312bca5b7322713613d3e2,151,148,5,485,3
5a2a6d905b73222015f8516b,9,8,10,2,1
5a2abd6b5b73222015f8f8a2,17,17,8,19,0
5a2abe705b73222015f8fd42,14,14,11,5,0
5a2a95005b73222015f86c97,9,9,11,2,0
5a3123ba5b7322713613bcfc,143,142,5,518,0
5a29f6925b73222015f7ba12,14,14,11,6,0
5a2abc695b73222015f8f119,24,24,5,30,0
5a2ac6505b73222015f92784,31,31,5,35,0
5a29d4335b73222015f756bf,13,13,11,4,0
5a2a05005b73222015f7cf7a,10,10,8,2,0
5a2abc125b73222015f8ed84,27,27,9,32,0
5a2a46e45b73222015f82caa,13,13,4,4,0
5a29cc655b73222015f71b2b,12,12,10,2,0
5a2a3dd25b73222015f81f9f,14,14,7,7,0
5a29c4c65b73222015f6e50f,14,14,10,2,0
5a2a18115b73222015f7e9a2,10,10,10,2,0
5a2a2d255b73222015f806fb,11,11,8,3,0
5a2a85845b73222015f86272,13,13,1,6,0
5a2a5d8d5b73222015f84665,9,9,14,2,0
5a2abb9f5b73222015f8e969,16,16,15,6,0
5a2aba635b73222015f8dcde,26,25,7,43,0
5a2ab3215b73222015f8acbc,15,15,9,9,0
5a2abd595b73222015f8f825,15,15,10,11,0
5a2abbd45b73222015f8eb48,25,25,6,25,0
5a2ab2345b73222015f8a4c7,11,11,7,4,0
5a2a498a5b73222015f8306e,17,17,9,6,0
5a29d1615b73222015f74266,14,14,11,4,0
5a2aab8f5b73222015f880a3,9,9,4,2,0
5a29d6d15b73222015f76089,11,11,17,2,0
5a312b755b7322713613d036,144,143,6,786,0
5a2a0a285b73222015f7d624,10,10,6,2,0
5a2a995d5b73222015f86f74,9,9,8,2,0
5a2abb0a5b73222015f8e5b2,19,19,10,17,0
5a2a56be5b73222015f83ff6,10,10,3,2,0
5a2aba995b73222015f8dfb9,18,18,4,13,0
5a2ab0185b73222015f895af,9,9,11,2,0
5a2ab30a5b73222015f8aba2,18,18,9,10,0
5a2abb9a5b73222015f8e8ee,23,23,8,23,0
5a29efb95b73222015f7aac3,14,14,15,2,0
5a2a38b25b73222015f8178c,10,10,10,2,0
5a29d43e5b73222015f756fa,11,11,3,2,0
5a2ab9f85b73222015f8d88e,18,18,11,15,0
5a2abbaf5b73222015f8e9fe,17,17,9,9,0
5a2a04965b73222015f7cf2b,10,10,10,2,0
5a2ab4925b73222015f8b70b,22,22,9,17,0
5a2abe595b73222015f8fca0,13,13,8,5,0
5a2a11b15b73222015f7def4,10,10,8,2,0
5a2aab4d5b73222015f87ea9,12,12,12,3,0
5a2aacaa5b73222015f884c2,10,10,11,3,0
5a2ac2385b73222015f913c3,35,34,4,39,1
5a2abe965b73222015f8fe85,10,9,11,3,1
5a2ab43d5b73222015f8b4f7,11,11,10,4,0
5a2ab25d5b73222015f8a579,13,11,12,6,2
5a2ab9905b73222015f8d4c1,12,12,10,2,0
5a29d4335b73222015f756bc,11,11,2,2,0
5a2abe485b73222015f8fbe0,17,17,10,15,0
5a29df435b73222015f779fe,13,13,12,3,0
5a2a62b45b73222015f84a57,10,10,14,3,0
5a2ab4a25b73222015f8b7da,12,12,9,7,0
5a2a86345b73222015f862cc,9,8,12,2,1
5a2a90945b73222015f86894,15,15,10,7,0
5a2ab2fa5b73222015f8aaa7,10,10,15,2,0
5a2abc7f5b73222015f8f2fa,15,15,9,15,0
5a2a15665b73222015f7e5b9,14,14,5,10,0
5a29d4915b73222015f758d8,11,11,12,2,0
5a312ba45b7322713613d30e,10,10,12,3,0
5a29d2e45b73222015f74cd1,11,11,16,2,0
5a2a3a1f5b73222015f81a19,14,14,10,6,0
5a2abc9b5b73222015f8f40f,13,13,12,4,0
5a29ccbd5b73222015f71d91,12,12,20,2,0
5a2a7eb35b73222015f85e29,9,9,12,2,0
5a2aaec45b73222015f88e8e,14,14,8,9,0
5a29d2fb5b73222015f74d89,11,11,6,2,0
5a2a6d925b73222015f851b4,9,9,10,2,0
5a2ab9fa5b73222015f8d8ba,27,27,5,29,0
5a312b725b7322713613d009,15,15,7,11,0
5a29d2345b73222015f74a18,12,12,7,3,0
5a3124455b7322713613c071,143,141,3,493,2
5a2a15cb5b73222015f7e63d,10,10,6,2,0
5a29d2b85b73222015f74c45,12,12,15,3,0
5a2a99805b73222015f86f97,19,18,6,24,1
5a2aab655b73222015f87fbb,12,12,8,3,0
5a2ac6de5b73222015f93168,35,34,7,58,1
5a2a5f675b73222015f8479e,9,9,8,2,0
5a29e05e5b73222015f77ef0,11,11,10,2,0
5a2a36555b73222015f8146c,10,10,2,2,0
5a2a01485b73222015f7c9f5,13,13,7,5,0
5a2ab1d75b73222015f8a294,14,14,6,6,0
5a29c3b65b73222015f6df0d,13,13,15,2,0
5a2a11085b73222015f7de71,10,10,10,2,0
5a2ac2865b73222015f9171f,35,34,6,66,1
5a2ab4a15b73222015f8b7cf,19,19,8,13,0
5a29d6d15b73222015f7608c,12,12,13,3,0
5a2a05965b73222015f7d001,10,10,11,2,0
5a2ab4c85b73222015f8b902,11,11,9,4,0
5a2aaddd5b73222015f888a4,11,11,17,4,0
5a2aad0e5b73222015f8862c,13,13,9,6,0
5a312ba45b7322713613d30d,141,140,5,408,0
5a29d37a5b73222015f750f5,12,12,6,3,0
5a2a0af25b73222015f7d6f5,10,10,9,2,0
5a2ab3655b73222015f8ae93,13,13,8,4,0
5a2a05965b73222015f7cffe,11,11,6,3,0
5a312ba15b7322713613d2d5,141,138,5,496,2
5a2a37cd5b73222015f81656,15,15,10,8,0
5a29d6a85b73222015f76046,11,11,11,2,0
5a29e2875b73222015f785b0,12,12,6,3,0
5a2abe195b73222015f8fac8,12,12,11,4,0
5a2ab3ea5b73222015f8b31f,12,12,10,5,0
5a2a89e25b73222015f864ec,9,8,14,2,1
5a2abab05b73222015f8e0c2,17,17,4,17,0
5a2ab3fc5b73222015f8b36d,15,15,10,6,0
5a2a2b825b73222015f80450,11,11,22,3,0
5a2abe695b73222015f8fd2f,14,14,9,12,0
5a2a0a5f5b73222015f7d651,10,10,10,2,0
5a2a00935b73222015f7c90a,10,10,12,2,0
5a2ab9f25b73222015f8d833,25,25,6,26,0
5a2abd6f5b73222015f8f8b2,17,17,11,17,0
5a2a8be35b73222015f8662d,15,15,9,5,0
5a2a59f95b73222015f84328,15,15,12,8,0
5a2aab4b5b73222015f87e8d,11,11,21,5,0
5a312bad5b7322713613d374,10,9,13,3,1
5a2a97f85b73222015f86e53,9,9,17,2,0
5a2ab1a45b73222015f8a001,21,21,9,20,0
5a2a78115b73222015f85ac1,9,9,8,2,0
5a29cbfc5b73222015f7191a,13,13,17,2,0
5a2a4a6e5b73222015f8317b,19,19,5,13,0
5a29f35e5b73222015f7b30f,11,11,7,2,0
5a2a5a0e5b73222015f8434b,10,9,7,2,1
5a2ab48a5b73222015f8b6c6,11,11,16,4,0
5a29c0025b73222015f6cef7,13,13,11,2,0
5a2ab2ef5b73222015f8aa6f,11,11,11,4,0
5a2ab39b5b73222015f8b060,19,19,6,20,0
5a29ccd05b73222015f71e06,12,12,13,2,0
5a2a055d5b73222015f7cfc5,10,10,10,2,0
5a312c2c5b7322713613d426,12,12,1,5,0
5a2a85775b73222015f86243,11,11,1,4,0
5a2aacc15b73222015f8850d,9,9,1,2,0
5a2a29ab5b73222015f8017a,10,10,12,2,0
5a2a5ae15b73222015f84421,9,9,13,2,0
5a2abbac5b73222015f8e9dc,27,27,8,25,0
5a2ab1615b73222015f89df7,11,11,10,5,0
5a2a932d5b73222015f86afb,18,18,7,16,0
5a29df495b73222015f77a69,14,14,17,4,0
5a2aab725b73222015f88043,9,9,15,2,0
5a2a71045b73222015f8553a,9,9,9,2,0
5a2abdf95b73222015f8fa03,13,12,7,6,1
5a29c7465b73222015f6f6f1,13,13,10,3,0
5a2abb9d5b73222015f8e93f,12,12,9,3,0
5a2abbb05b73222015f8ea16,26,26,5,26,0
5a2ab4345b73222015f8b487,10,10,10,3,0
5a2ab2cf5b73222015f8a98d,20,20,9,18,0
5a2abc7e5b73222015f8f2e4,25,25,11,26,0
5a2ab06c5b73222015f8976a,9,9,12,2,0
5a2abd325b73222015f8f72a,19,19,9,8,0
5a2ab36a5b73222015f8af08,10,10,9,2,0
5a29cc055b73222015f7193e,14,14,15,4,0
5a29d2e45b73222015f74cc3,11,11,10,2,0
5a29cc705b73222015f71b8a,19,19,8,10,0
5a2a8b715b73222015f865e5,12,12,1,5,0
5a2abc755b73222015f8f1fb,32,32,9,44,0
5a312c5e5b7322713613d466,23,23,1,17,0
5a2a6d905b73222015f85170,9,8,10,2,1
5a29e2875b73222015f785af,11,11,7,2,0
5a29e27a5b73222015f78555,11,11,11,2,0
5a2abc4c5b73222015f8efb9,17,16,9,16,1
5a2abb925b73222015f8e8be,17,17,9,9,0
5a2abe7a5b73222015f8fd90,12,12,6,4,0
5a2a902f5b73222015f86869,10,10,3,3,0
5a2abc5d5b73222015f8f092,18,18,8,16,0
5a2abb9f5b73222015f8e961,22,22,6,27,0
5a2abd655b73222015f8f885,13,13,10,5,0
5a2aac5c5b73222015f883ac,13,12,9,7,1
5a2ab4fc5b73222015f8ba51,9,9,20,2,0
5a2a8c155b73222015f8666d,9,9,7,2,0
5a2a09095b73222015f7d51a,10,10,14,2,0
5a2aae5b5b73222015f88bd6,14,14,6,7,0
5a3123b15b7322713613bcb8,144,143,3,697,1
5a2aba6f5b73222015f8dd6a,22,22,6,19,0
5a2a83da5b73222015f8613e,9,9,10,2,0
5a2abe785b73222015f8fd78,14,14,15,6,0
5a2a0bba5b73222015f7d7c4,11,11,18,3,0
5a29d02b5b73222015f7371d,12,12,10,2,0
5a29c4135b73222015f6e0b7,13,13,9,2,0
5a2ac6985b73222015f92d42,39,39,9,86,0
5a2abbb15b73222015f8ea1e,20,20,9,13,0
5a2ac2335b73222015f91360,33,33,8,42,0
5a29df515b73222015f77a92,18,18,11,10,0
5a29d2895b73222015f74b90,12,12,13,3,0
5a312b965b7322713613d282,11,9,5,4,1
5a2a984e5b73222015f86ea8,10,10,17,3,0
5a29cc175b73222015f719cb,12,12,10,2,0
5a2ab3985b73222015f8b04b,10,10,14,2,0
5a29e0355b73222015f77e33,11,11,11,2,0
5a2abb125b73222015f8e5ef,27,27,5,28,0
5a2a29ec5b73222015f801d3,10,10,17,2,0
5a2abd745b73222015f8f8db,12,12,14,4,0
5a2ab9145b73222015f8ce61,19,19,7,9,0
5a2abae75b73222015f8e383,18,18,10,17,0
5a312b695b7322713613cf5e,143,142,5,450,0
5a2a29ab5b73222015f80177,10,10,12,2,0
5a29c4205b73222015f6e0ef,17,17,6,6,0
5a2ab2c85b73222015f8a97f,10,10,13,3,0
5a2a0f265b73222015f7dc77,11,11,2,2,0
5a2aac055b73222015f882ec,11,11,16,4,0
5a2abc7b5b73222015f8f287,17,17,8,19,0
5a2aad0c5b73222015f88614,9,9,13,2,0
5a29d4335b73222015f756be,15,15,11,6,0
5a2ab1bd5b73222015f8a15f,13,13,10,5,0
5a2abbd95b73222015f8eb5d,17,17,9,13,0
5a2ab9595b73222015f8d257,21,21,1,17,0
5a2ab06c5b73222015f89769,9,9,14,2,0
5a312c2c5b7322713613d425,20,20,1,12,0
5a2abd325b73222015f8f712,19,18,9,18,1
5a2a85845b73222015f86270,10,10,1,3,0
5a29dfea5b73222015f77d15,11,11,10,2,0
5a2a8cdc5b73222015f866f0,9,9,11,2,0
5a29cbdb5b73222015f7181a,12,12,14,2,0
5a29d2345b73222015f74a10,11,11,14,2,0
5a2a4ec85b73222015f83710,11,11,10,3,0
5a2aaec45b73222015f88e8d,16,16,10,13,0
5a2aaba25b73222015f8816e,11,11,18,3,0
5a31246a5b7322713613c15e,144,142,3,504,2
5a2ab4975b73222015f8b768,15,15,10,7,0
5a2ab51c5b73222015f8bbf7,9,9,10,2,0
5a29d3565b73222015f74f89,11,11,11,2,0
5a2ab12f5b73222015f89cb3,14,14,10,5,0
5a29e0645b73222015f77efd,11,11,9,2,0
5a29d4215b73222015f75672,11,11,13,2,0
5a29d4bd5b73222015f759d8,14,14,8,5,0
5a2a55835b73222015f83e48,12,12,12,4,0
5a2a70905b73222015f854ed,10,10,20,3,0
5a29bf915b73222015f6cd66,17,17,12,5,0
5a2ac2655b73222015f915e6,50,50,5,139,0
5a2a4c8b5b73222015f8343d,10,10,14,2,0
5a2abe715b73222015f8fd4a,12,12,10,4,0
5a3124895b7322713613c246,144,141,5,575,2
5a2abbe85b73222015f8ec08,21,21,11,27,0
5a2abbf25b73222015f8ec6f,21,21,4,20,0
5a2a59225b73222015f842a4,12,12,15,5,0
5a2a72cd5b73222015f85633,20,20,1,13,0
5a2ab29f5b73222015f8a87a,12,12,12,3,0
5a2ab9f15b73222015f8d821,27,27,5,26,0
5a2ac23c5b73222015f91412,21,21,8,18,0
5a2aba6e5b73222015f8dd57,15,15,10,4,0
5a2ab1ac5b73222015f8a073,12,12,13,4,0
5a29e2875b73222015f785b4,11,11,8,2,0
5a2abe385b73222015f8fb71,11,11,8,4,0
5a2a2cb85b73222015f8060f,10,10,10,2,0
5a29d4935b73222015f758f0,11,11,13,2,0
5a2abc955b73222015f8f3e7,10,10,12,2,0
5a29d3175b73222015f74e40,12,12,14,3,0
5a2aba7d5b73222015f8de00,25,24,7,32,1
5a2abb2b5b73222015f8e680,13,13,13,4,0
5a29d5f15b73222015f75ea0,12,12,12,3,0
5a29d2fb5b73222015f74d8d,12,12,11,3,0
5a2abc885b73222015f8f378,29,28,5,49,1
5a2a13675b73222015f7e37e,11,11,12,3,0
5a29cd2b5b73222015f72021,15,15,11,4,0
5a2aabf25b73222015f882b1,11,11,1,4,0
5a312b7e5b7322713613d0d1,13,13,3,3,0
5a312b965b7322713613d281,20,18,4,22,1
5a2abe685b73222015f8fd27,12,12,10,4,0
5a29d3115b73222015f74e1f,11,11,6,2,0
5a312ba15b7322713613d2d6,143,142,3,429,1
5a2abc135b73222015f8ed92,11,11,9,5,0
5a29cede5b73222015f72d10,12,12,9,2,0
5a312ba15b7322713613d2d3,144,141,3,562,3
5a29e88d5b73222015f798a9,12,12,15,2,0
5a2abb2b5b73222015f8e67b,12,12,14,3,0
5a29e2875b73222015f785b3,11,11,8,2,0
5a2a70905b73222015f854ea,10,10,8,3,0
5a2abc805b73222015f8f31b,17,16,7,10,1
5a2a6d905b73222015f85160,9,8,14,2,1
5a29c80a5b73222015f6faec,13,13,9,3,0
5a29d2895b73222015f74b95,12,12,9,3,0
5a29ccbd5b73222015f71d90,12,12,9,2,0
5a2a2b325b73222015f803eb,10,10,16,2,0
5a2ab36b5b73222015f8af18,12,12,8,3,0
5a312ba65b7322713613d334,144,144,3,635,0
5a29d2895b73222015f74b91,12,12,2,3,0
5a29d1cd5b73222015f7466a,19,19,9,12,0
5a2a10bc5b73222015f7ddf2,10,10,2,2,0
5a2ab1fa5b73222015f8a37c,10,10,12,3,0
5a29cf1a5b73222015f72f47,12,12,7,2,0
5a2abe805b73222015f8fdc6,12,12,8,3,0
5a2abd285b73222015f8f69d,20,20,5,23,0
5a2a47435b73222015f82d4d,12,12,9,3,0
5a29d2345b73222015f74a14,11,11,14,2,0
5a2ab8b25b73222015f8cbcc,25,25,8,34,0
5a2ab4365b73222015f8b4a1,11,11,9,3,0
5a2a12495b73222015f7e119,10,10,10,2,0
5a29fa005b73222015f7bec7,10,10,12,2,0
5a2ac3695b73222015f91ba6,16,16,6,6,0
5a2ab2775b73222015f8a681,9,9,8,2,0
5a2a30ad5b73222015f80be2,10,10,16,2,0
5a29d2a45b73222015f74bf6,11,11,12,2,0
5a2abe965b73222015f8fe90,11,11,14,4,0
5a2ac2c55b73222015f919c6,21,21,7,28,0
5a2abc0c5b73222015f8ed68,16,16,7,13,0
5a29dfb55b73222015f77c6c,11,11,12,2,0
5a29fa1e5b73222015f7bee5,10,10,15,2,0
5a29e32c5b73222015f787e2,18,18,7,13,0
5a2a50535b73222015f83895,10,10,12,2,0
5a29d4b45b73222015f759ad,12,12,8,3,0
5a29d5f15b73222015f75ea4,11,11,12,2,0
5a312ba15b7322713613d2d2,11,11,10,3,0
5a29d4bd5b73222015f759da,12,12,8,3,0
5a2abc765b73222015f8f218,18,18,9,14,0
5a312bad5b7322713613d376,142,140,5,462,1
5a2a6d925b73222015f851ac,12,12,11,5,0
5a2a75015b73222015f857a2,12,11,11,5,1
5a2a8faa5b73222015f8682d,9,9,12,2,0
5a2a5a9b5b73222015f843da,9,9,6,2,0
5a2ab2f45b73222015f8aa82,10,10,10,3,0
5a2abe265b73222015f8faed,10,10,12,3,0
5a2a09ee5b73222015f7d5f4,10,10,14,2,0
5a2a6d905b73222015f8516e,9,8,14,2,1
5a2a57bc5b73222015f840ff,13,13,7,4,0
5a29ef725b73222015f7aa1e,19,19,10,11,0
5a2abc9a5b73222015f8f3ff,16,16,9,6,0
5a2ab4d05b73222015f8b92a,13,13,9,4,0
5a2abb785b73222015f8e812,11,11,9,2,0
5a2a6d925b73222015f851a7,12,12,10,5,0
5a2abe815b73222015f8fdea,14,14,11,4,0
5a2abd615b73222015f8f867,21,21,6,29,0
5a2ab4a65b73222015f8b803,11,11,16,4,0
5a2abbaf5b73222015f8ea06,19,19,8,14,0
5a2aab605b73222015f87f75,10,10,19,3,0
5a2aac735b73222015f883ed,13,13,11,6,0
5a29cbea5b73222015f71880,16,16,13,5,0
5a2acaf15b73222015f94138,42,41,5,102,1
5a29d4335b73222015f756c3,12,12,5,3,0
5a2abe485b73222015f8fbe8,13,13,6,5,0
5a312b8d5b7322713613d1d3,12,12,7,3,0
5a29e04d5b73222015f77eae,13,13,10,4,0
5a2abe595b73222015f8fc98,13,13,11,5,0
5a2ab2975b73222015f8a859,10,10,9,3,0
5a2ab4c45b73222015f8b8db,17,17,10,6,0
5a2ac69f5b73222015f92e1c,47,47,5,76,0
5a2a518b5b73222015f83a5b,11,11,11,3,0
5a2abe9f5b73222015f8febf,12,12,10,4,0
5a29d4475b73222015f75730,12,12,7,3,0
5a2aab545b73222015f87eee,12,12,14,5,0
5a2abb0a5b73222015f8e5a7,13,13,10,10,0
5a29c0025b73222015f6cef4,15,15,9,4,0
